First year,Position,Name,Trimmed,Dupe,Affiliation,Institution,Type
2013,Trustee,Ronald E. Blaylock,Ronald E. Blaylock,FALSE,GenNx360 | Blaylock & Company,Carnegie Hall,Board
2013,Trustee,Nicola Bulgari,Nicola Bulgari,FALSE, Bulgari,Carnegie Hall,Board
2013,Trustee,Yoko Nagae Ceschina,Yoko Nagae Ceschina,FALSE, Tokyo National University of Fine Arts and Music,Carnegie Hall,Board
2013,Trustee,Gregory T. Durant,Gregory T. Durant,FALSE,Deloitte LLP,Carnegie Hall,Board
2013,Trustee,Judith W. Evnin,Judith W. Evnin,FALSE,,Carnegie Hall,Board
2013,Trustee,Anne M. Finucane,Anne M. Finucane,FALSE,Bank of America,Carnegie Hall,Board
2013,Trustee,Renée Fleming,Renée Fleming,FALSE,,Carnegie Hall,Board
2013,Trustee,Marina Kellen French,Marina Kellen French,#REF!,Anna-Maria and Stephen Kellen Foundation | Marina Kellen French Foundation,Carnegie Hall,Board
2013,Trustee,The Honorable Roy M. Goodman,The Honorable Roy M. Goodman,#REF!, Ex-Lax company,Carnegie Hall,Board
2013,Trustee,Marilyn Horne,Marilyn Horne,FALSE,,Carnegie Hall,Board
2013,Trustee,Stephen R. Howe Jr.,Stephen R. Howe Jr.,FALSE,Ernst & Young,Carnegie Hall,Board
2013,Trustee,Frederick J. Iseman,Frederick J. Iseman,FALSE,CI Capital Partners | the Mariinsky Foundation of America,Carnegie Hall,Board
2013,Trustee,Klaus Jacobs,Klaus Jacobs,FALSE,Jacobs Foundation,Carnegie Hall,Board
2013,Trustee,Robert W. Jones,Robert W. Jones,FALSE,,Carnegie Hall,Board
2013,Trustee,Gilbert Kaplan,Gilbert Kaplan,FALSE,Institutional Investor | Kaplan Foundation ,Carnegie Hall,Board
2013,Trustee,Mark E. Kingdon,Mark E. Kingdon,FALSE,Century Capital Associates | AT&T,Carnegie Hall,Board
2013,Trustee,Suzie Kovner,Suzie Kovner,FALSE,Kovner Foundation | Caxton Alternative Management LP,Carnegie Hall,Board
2013,Trustee,Robert K. Kraft,Robert K. Kraft,FALSE,The Kraft Group,Carnegie Hall,Board
2013,Trustee,Sallie L. Krawcheck,Sallie L. Krawcheck,FALSE, Ellevate Network. ,Carnegie Hall,Board
2013,Trustee,Lang Lang,Lang Lang,FALSE,the Lang Lang International Music Foundation,Carnegie Hall,Board
2014,Trustee,Isabel Leonard,Isabel Leonard,FALSE,,Carnegie Hall,Board
2013,Trustee,Robert I. Lipp,Robert I. Lipp,FALSE,"StoneRiver Group, L.P",Carnegie Hall,Board
2013,Trustee,Terry J. Lundgren,Terry J. Lundgren,FALSE," Macy's, Inc.",Carnegie Hall,Board
2013,Trustee,Yo-Yo Ma,Yo-Yo Ma,FALSE,Juilliard School | Harvard University ,Carnegie Hall,Board
2013,Trustee,Thomas G. Maheras,Thomas G. Maheras,FALSE,"Tegean Capital Management, LLC",Carnegie Hall,Board
2013,Trustee,Audra McDonald,Audra McDonald,#REF!, Juilliard School,Carnegie Hall,Board
2013,Trustee,Harold McGraw III,Harold McGraw III,FALSE, McGraw Hill Financial |  National Academy Foundation,Carnegie Hall,Board
2013,Trustee,Lester S. Morse Jr.,Lester S. Morse Jr.,FALSE,The Juilliard School.,Carnegie Hall,Board
2013,Trustee,Dennis M. Nally,Dennis M. Nally,FALSE,,Carnegie Hall,Board
2013,Trustee,Joshua L. Nash,Joshua L. Nash,FALSE,"Board at AV Homes, Inc",Carnegie Hall,Board
2013,Trustee,Frank N. Newman,Frank N. Newman,FALSE,TPG Newbridge Capital | Evercore Investment Corp.,Carnegie Hall,Board
2013,Trustee,Jessye Norman,Jessye Norman,FALSE,the Lupus Foundation,Carnegie Hall,Board
2013,Trustee,William G. Parrett,William G. Parrett,FALSE, United States Council for International Business |  Deloitte Touche Tohmatsu,Carnegie Hall,Board
2013,Trustee,Laura H. Pomerantz,Laura H. Pomerantz,FALSE,"Cushman & Wakefield, Inc. | Retail Opportunity Investments Partnership, LP",Carnegie Hall,Board
2013,Trustee,Don M. Randel,Don M. Randel,FALSE,,Carnegie Hall,Board
2013,Trustee,Oscar de la Renta,Oscar de la Renta,FALSE,,Carnegie Hall,Board
2013,Trustee,Burton P. Resnick,Burton P. Resnick,FALSE,,Carnegie Hall,Board
2013,Trustee,Judith Rodin,Judith Rodin,FALSE,,Carnegie Hall,Board
2013,Trustee,William D. Rondina,William D. Rondina,FALSE,,Carnegie Hall,Board
2013,Trustee,Susan W. Rose,Susan W. Rose,FALSE,,Carnegie Hall,Board
2013,Trustee,Charles M. Rosenthal,Charles M. Rosenthal,FALSE,,Carnegie Hall,Board
2013,Trustee,Sana H. Sabbagh,Sana H. Sabbagh,FALSE,,Carnegie Hall,Board
2013,Trustee,Suki Sandler,Suki Sandler,FALSE,,Carnegie Hall,Board
2013,Trustee,Mrs. Julio Mario Santo Domingo,Mrs. Julio Mario Santo Domingo,FALSE,,Carnegie Hall,Board
2013,Trustee,Dr. Thomas P. Sculco,Dr. Thomas P. Sculco,FALSE,,Carnegie Hall,Board
2013,Trustee,Henry T. Segerstrom,Henry T. Segerstrom,FALSE,,Carnegie Hall,Board
2013,Trustee,Stanley S. Shuman,Stanley S. Shuman,FALSE,,Carnegie Hall,Board
2013,Trustee,David M. Siegel ,David M. Siegel,FALSE,,Carnegie Hall,Board
2013,Trustee,Sir Howard Stringer,Sir Howard Stringer,FALSE,,Carnegie Hall,Board
2013,Trustee,Kurt G. Strovink,Kurt G. Strovink,FALSE,,Carnegie Hall,Board
2013,Trustee,S. Donald Sussman,S. Donald Sussman,FALSE,,Carnegie Hall,Board
2013,Trustee,James Taylor,James Taylor,FALSE,,Carnegie Hall,Board
2013,Trustee,Linda J. Wachner,Linda J. Wachner,FALSE,,Carnegie Hall,Board
2013,Trustee,Judy Francis Zankel,Judy Francis Zankel,FALSE,,Carnegie Hall,Board
2013,Trustee,John W. Zick,John W. Zick,FALSE,,Carnegie Hall,Board
2013,Trustee,Ann Ziff,Ann Ziff,FALSE,,Carnegie Hall,Board
2013,Honorary trustee,Ralph M. Baruch,Ralph M. Baruch,FALSE,,Carnegie Hall,Board
2013,Honorary trustee,Pierre Boulez,Pierre Boulez,FALSE,,Carnegie Hall,Board
2013,Honorary trustee,Roberta Peters,Roberta Peters,FALSE,,Carnegie Hall,Board
2013,Honorary trustee,Felix G. Rohatyn,Felix G. Rohatyn,FALSE,,Carnegie Hall,Board
2013,Honorary trustee,George T. Wein,George T. Wein,FALSE,,Carnegie Hall,Board
2013,President,Marc S. Lipschultz,Marc S. Lipschultz,,,92Y,Board
2013,Chairman of the Boad,Stuart J. Ellman*,Stuart J. Ellman*,,,92Y,Board
2013,Treasurer/Chairman of the Finance Committee,Paul Levy,Paul Levy,,,92Y,Board
2013,Secretary,Marcia Eppler Colvin,Marcia Eppler Colvin,,,92Y,Board
2013,Director,Jody Gottfried Arnhold,Jody Gottfried Arnhold,,,92Y,Board
2013,Director,"Arthur Aufses, MD","Arthur Aufses, MD",,,92Y,Board
2013,Director,Glenn August,Glenn August,,,92Y,Board
2013,Director,Catherine H. Behrend,Catherine H. Behrend,,,92Y,Board
2013,Director,Laurence D. Belfer,Laurence D. Belfer,,,92Y,Board
2013,Director,Claire Benenson,Claire Benenson,,,92Y,Board
2013,Director,Michael Berland,Michael Berland,,,92Y,Board
2013,Director,Len Blavatnik,Len Blavatnik,,,92Y,Board
2013,Director,Thomas Block,Thomas Block,,,92Y,Board
2013,Director,Matthew Bronfman*,Matthew Bronfman*,,,92Y,Board
2013,Director,Kathy Chazen,Kathy Chazen,,,92Y,Board
2013,Director,Andrew Crystal,Andrew Crystal,,,92Y,Board
2013,Director,Richard Crystal,Richard Crystal,,,92Y,Board
2013,Director,"Stanley Edelman, MD","Stanley Edelman, MD",,,92Y,Board
2013,Director,Michael S. Feldberg,Michael S. Feldberg,,,92Y,Board
2013,Director,Christy Ferer,Christy Ferer,,,92Y,Board
2013,Director,Rick Gerson,Rick Gerson,,,92Y,Board
2013,Director,Jeffrey B. Goldenberg,Jeffrey B. Goldenberg,,,92Y,Board
2013,Director,Jane H. Goldman,Jane H. Goldman,,,92Y,Board
2013,Director,Michael Goldstein*,Michael Goldstein*,,,92Y,Board
2013,Director,Daniel R. Kaplan*,Daniel R. Kaplan*,,,92Y,Board
2013,Director,Thomas S. Kaplan*,Thomas S. Kaplan*,,,92Y,Board
2013,Director,Lori A. Kasowitz,Lori A. Kasowitz,,,92Y,Board
2013,Director,Richard L. Kay,Richard L. Kay,,,92Y,Board
2013,Director,Jonathan Korngold,Jonathan Korngold,,,92Y,Board
2013,Director,Eric Lane,Eric Lane,,,92Y,Board
2013,Director,Nancy Z. Lane,Nancy Z. Lane,,,92Y,Board
2013,Director,Marc Lasry,Marc Lasry,,,92Y,Board
2013,Director,William P. Lauder,William P. Lauder,,,92Y,Board
2013,Director,Howard M. Lorber,Howard M. Lorber,,,92Y,Board
2013,Director,Fredric Mack*,Fredric Mack*,,,92Y,Board
2013,Director,Richard J. Mack,Richard J. Mack,,,92Y,Board
2013,Director,Irwin Miller,Irwin Miller,,,92Y,Board
2013,Director,Philip L. Milstein*,Philip L. Milstein*,,,92Y,Board
2013,Director,Cheryl Minikes,Cheryl Minikes,,,92Y,Board
2013,Director,Andrea Olshan,Andrea Olshan,,,92Y,Board
2013,Director,Martin J. Oppenheimer,Martin J. Oppenheimer,,,92Y,Board
2013,Director,John Paulson,John Paulson,,,92Y,Board
2013,Director,Martin J. Rabinowitz,Martin J. Rabinowitz,,,92Y,Board
2013,Director,David S. Rose,David S. Rose,,,92Y,Board
2013,Director,Marcella Rosen,Marcella Rosen,,,92Y,Board
2013,Director,Barry Rosenstein,Barry Rosenstein,,,92Y,Board
2013,Director,Michael S. Roth,Michael S. Roth,,,92Y,Board
2013,Director,"Gail Michele Saltz, MD","Gail Michele Saltz, MD",,,92Y,Board
2013,Director,Mara Sandler,Mara Sandler,,,92Y,Board
2013,Director,Curtis Schenker,Curtis Schenker,,,92Y,Board
2013,Director,David M. Schizer,David M. Schizer,,,92Y,Board
2013,Director,Dov Seidman,Dov Seidman,,,92Y,Board
2013,Director,Oliver Stanton,Oliver Stanton,,,92Y,Board
2013,Director,Ronald Stein,Ronald Stein,,,92Y,Board
2013,Director,John Steinhardt,John Steinhardt,,,92Y,Board
2013,Director,Stuart Sucherman,Stuart Sucherman,,,92Y,Board
2013,Director,Bertram Teich,Bertram Teich,,,92Y,Board
2013,Director,Joan Tisch,Joan Tisch,,,92Y,Board
2013,Director,Eva Colin Usdan,Eva Colin Usdan,,,92Y,Board
2013,Director,Kenneth L. Wallach,Kenneth L. Wallach,,,92Y,Board
2013,Director,Caryn Zucker,Caryn Zucker,,,92Y,Board
2013,Honorary Director,Clive Chajet,Clive Chajet,,,92Y,Board
2013,Honorary Director,Jerome A. Chazen,Jerome A. Chazen,,,92Y,Board
2013,Honorary Director,Gerald J. Grossman,Gerald J. Grossman,,,92Y,Board
2013,Honorary Director,William H. Heyman,William H. Heyman,,,92Y,Board
2013,Honorary Director,Joan L. Jacobson*,Joan L. Jacobson*,,,92Y,Board
2013,Honorary Director,"Lee Katz, PhD","Lee Katz, PhD",,,92Y,Board
2013,Honorary Director,Elena Hahn Kiam,Elena Hahn Kiam,,,92Y,Board
2013,Honorary Director,Peter W. May,Peter W. May,,,92Y,Board
2013,Honorary Director,Mitchell J. Nelson,Mitchell J. Nelson,,,92Y,Board
2013,Honorary Director,Madeline I. Noveck,Madeline I. Noveck,,,92Y,Board
2013,Honorary Director,Elihu Rose,Elihu Rose,,,92Y,Board
2013,Honorary Director,Judith O. Rubin*,Judith O. Rubin*,,,92Y,Board
2013,Honorary Director,Ruth S. Stanton,Ruth S. Stanton,,,92Y,Board
2013,Honorary Director,Harriet Weintraub,Harriet Weintraub,,,92Y,Board
2013,Honorary Director,Myrna Z. Weiss,Myrna Z. Weiss,,,92Y,Board
2013,Chairman,James S. Tisch,James S. Tisch,,,WNET,Board
2013,Vice Chairman,Charlotte Nichoson Ackert,Charlotte Nichoson Ackert,,,WNET,Board
2013,Vice Chairman,Cheryl Milstein,Cheryl Milstein,,,WNET,Board
2013,Vice-Chairman,Ann G. Tenenbaum,Ann G. Tenenbaum,,,WNET,Board
2013,Vice-Chairman,Dirk Ziff,Dirk Ziff,,,WNET,Board
2013,Trustee,Waheed Alli,Waheed Alli,,,WNET,Board
2013,Trustee,John P. Arnhold,John P. Arnhold,,,WNET,Board
2013,Trustee,Lisa M. Caputo,Lisa M. Caputo,,,WNET,Board
2013,Trustee,Raymond G. Chambers,Raymond G. Chambers,,,WNET,Board
2013,Trustee,Thomas J. Connolly,Thomas J. Connolly,,,WNET,Board
2013,Trustee,Marina Kellen French,Marina Kellen French,,Anna-Maria and Stephen Kellen Foundation | Marina Kellen French Foundation,WNET,Board
2013,Trustee,Edward Grebow,Edward Grebow,,,WNET,Board
2013,Trustee,Jeffrey Halis,Jeffrey Halis,,,WNET,Board
2013,Trustee,Kitty Hawks,Kitty Hawks,,,WNET,Board
2013,Trustee,Cecilia Healy Herbert,Cecilia Healy Herbert,,,WNET,Board
2013,Trustee,Katherine Nouri Hughes,Katherine Nouri Hughes,,,WNET,Board
2013,Trustee,Elise Jaffe,Elise Jaffe,,,WNET,Board
2013,Trustee,Mark Kaplan,Mark Kaplan,,,WNET,Board
2013,Trustee,David H. Koch,David H. Koch,,"David H. Koch Charitable Foundation | Koch Family Foundations | Koch Industries, Inc. | American Museum of Natural History | Lincoln Center | Metropolitan Museum of Art of Art",WNET,Board
2013,Trustee,John A. Levin ,John A. Levin,,,WNET,Board
2013,Trustee,Daniel Levine,Daniel Levine,,,WNET,Board
2013,Trustee,Carol Sutton Lewis,Carol Sutton Lewis,,,WNET,Board
2013,Trustee,Thomas J. Moran,Thomas J. Moran,,,WNET,Board
2013,Trustee,Michael Peterson,Michael Peterson,,,WNET,Board
2013,Trustee,Judith Resnick,Judith Resnick,,,WNET,Board
2013,Trustee,Shelley F. Rubin ,Shelley F. Rubin,,,WNET,Board
2013,Trustee,Geoffrey K. Sands,Geoffrey K. Sands,,,WNET,Board
2013,Trustee,Alejandro Santo Domingo,Alejandro Santo Domingo,,,WNET,Board
2013,Trustee,Barry Shapiro ,Barry Shapiro,,,WNET,Board
2013,Trustee,A.J.C. Smith,A.J.C. Smith,,,WNET,Board
2013,Trustee,Daniel H. Stern,Daniel H. Stern,,,WNET,Board
2013,Trustee,Paul P. Tanico,Paul P. Tanico,,,WNET,Board
2013,Trustee,Leonard Tow,Leonard Tow,,,WNET,Board
2013,Trustee,Thomas C. Uger,Thomas C. Uger,,,WNET,Board
2013,Trustee,Diana Vagelos,Diana Vagelos,,,WNET,Board
2013,Trustee,Rosalind P. Walter,Rosalind P. Walter,,,WNET,Board
2013,Trustee,Claude Becker Wassterstein,Claude Becker Wassterstein,,,WNET,Board
2013,Trustee,Josh S. Weston,Josh S. Weston,,,WNET,Board
2013,Trustee,Jane Stoddard Williams,Jane Stoddard Williams,,,WNET,Board
2013,Trustee,Paula Zahn,Paula Zahn,,,WNET,Board
2013,Life Trustee,William F. Baker,William F. Baker,,,WNET,Board
2013,Life Trustee,Ralph M. Baruch,Ralph M. Baruch,,,WNET,Board
2013,Life Trustee,Meredith Brokaw,Meredith Brokaw,,,WNET,Board
2013,Life Trustee,Elaine W. Conway,Elaine W. Conway,,,WNET,Board
2013,Life Trustee,Joan Ganz Cooney,Joan Ganz Cooney,,,WNET,Board
2013,Life Trustee,D. Ronald Daniel ,D. Ronald Daniel,,,WNET,Board
2013,Life Trustee,Oscar de la Renta,Oscar de la Renta,,,WNET,Board
2013,Life Trustee,H. John Greeniaus ,H. John Greeniaus,,,WNET,Board
2013,Life Trustee,Thomas S. Johnson,Thomas S. Johnson,,,WNET,Board
2013,Life Trustee,Betsy Lack,Betsy Lack,,,WNET,Board
2013,Life Trustee,Philip A. Laskawy ,Philip A. Laskawy,,,WNET,Board
2013,Life Trustee,James S. Marcus,James S. Marcus,,,WNET,Board
2013,Life Trustee,Anthony D. Marshall,Anthony D. Marshall,,,WNET,Board
2013,Life Trustee,Morris W. Offit,Morris W. Offit,,,WNET,Board
2013,Life Trustee,George D. O'Neill,George D. O'Neill,,,WNET,Board
2013,Life Trustee,Ponchitta Pierce ,Ponchitta Pierce,,,WNET,Board
2013,Life Trustee,Elihu Rose,Elihu Rose,,,WNET,Board
2013,Life Trustee,Bernard L. Schwartz,Bernard L. Schwartz,,,WNET,Board
2013,Life Trustee,Stanley S. Shuman,Stanley S. Shuman,,,WNET,Board
2013,Life Trustee,Marsha E. Simms,Marsha E. Simms,,,WNET,Board
2013,Life Trustee,Michael I. Sovern,Michael I. Sovern,,,WNET,Board
2013,Life Trustee,Scott M. Stuart,Scott M. Stuart,,,WNET,Board
2013,Life Trustee,Mortimer B. Zuckerman,Mortimer B. Zuckerman,,,WNET,Board
2013,Chairman Emeritus,William M. Elinghaus ,William M. Elinghaus,,,WNET,Board
2013,Chairman Emeritus,Henry R. Kravis,Henry R. Kravis,,,WNET,Board
2013,Chairman Emeritus,Steven R. Rattner,Steven R. Rattner,,,WNET,Board
2013,Vice-Chairman Emeritus,Richard I. Beattie,Richard I. Beattie,,,WNET,Board
2013,Vice-Chairman Emeritus,Elizabeth Rohatyn,Elizabeth Rohatyn,,,WNET,Board
2013,NJTV Chairman,Josh S. Weston,Josh S. Weston,,,WNET,Board
2013,NJTV Vice-Chairman,Elizabeth Thomas,Elizabeth Thomas,,,WNET,Board
2013,NJTV Vice-Chairman,Anthony V. Bastardi,Anthony V. Bastardi,,,WNET,Board
2013,NJTV Trustee,Thomas A. Bracken ,Thomas A. Bracken,,,WNET,Board
2013,NJTV Trustee,Bernard Flynn,Bernard Flynn,,,WNET,Board
2013,NJTV Trustee,Edward Graham,Edward Graham,,,WNET,Board
2013,NJTV Trustee,Gov. Thomas H. Kean,Gov. Thomas H. Kean,,,WNET,Board
2013,NJTV Trustee,Scott Kobler ,Scott Kobler,,,WNET,Board
2013,NJTV Trustee,Randall E. Mehrberg,Randall E. Mehrberg,,,WNET,Board
2013,NJTV Trustee,Brenda Ross-Dulan,Brenda Ross-Dulan,,,WNET,Board
2013,NJTV Trustee,Neal Shapiro,Neal Shapiro,,,WNET,Board
2013,NJTV Trustee,Robert L. Smartt,Robert L. Smartt,,,WNET,Board
2013,NJTV Trustee,Gary Wingens,Gary Wingens,,,WNET,Board
2013,President & Chief Executive Officer,Neal Shapiro,Neal Shapiro,,,WNET,Board
2013,"Vice President, Chief Financial Officer $ Treasurer ",Caroline Croen,Caroline Croen,,,WNET,Board
2013,"Vice President, General Counsel & Secretary",Robert Feinberg,Robert Feinberg,,,WNET,Board
2013,"Vice President, Development & Communications",Lisa Mantone,Lisa Mantone,,,WNET,Board
2013,"Vice President, Programming",Stephen Segaller,Stephen Segaller,,,WNET,Board
2013,"Vice President, Human Resources",Charlene Shapiro,Charlene Shapiro,,,WNET,Board
2013,"Vice President, Education",Carole Wacey,Carole Wacey,,,WNET,Board
2013,Thirteen General Manager,Roslyn Davis,Roslyn Davis,,,WNET,Board
2013,WLIW General Manager,Diane Masciale,Diane Masciale,,,WNET,Board
2013,NJTV General Manager,John Servido,John Servido,,,WNET,Board
2013,Creative News Group General Manager,Marc Rosenwasser,Marc Rosenwasser,,,WNET,Board
2013,Interactive Engagement Group General Manager,Daniel Greenberg,Daniel Greenberg,,,WNET,Board
2014,Trustee,Marjorie Harris,Marjorie Harris,,,WNET,Board
2014,Trustee,Grazia Svokos,Grazia Svokos,,,WNET,Board
2014,Trustee,Grace Lyu Volkhausen,Grace Lyu Volkhausen,,,WNET,Board
2014,NJTV Trustee,Vincent Maione,Vincent Maione,,,WNET,Board
2014,NJTV Trustee,Robert A. Marino,Robert A. Marino,,,WNET,Board
2014,NJTV Trustee,Barry H. Ostrowsy,Barry H. Ostrowsy,,,WNET,Board
2013,BAM Board Chair,Alan H. Fishman,Alan H. Fishman,,,Brooklyn Academy of Music,Board
2013,BAM Board Vice Chairs,William I. Campbell,William I. Campbell,,,Brooklyn Academy of Music,Board
2013,BAM Board Vice Chairs,Adam E. Max,Adam E. Max,,,Brooklyn Academy of Music,Board
2013,President,Karen Brooks Hopkins,Karen Brooks Hopkins,,,Brooklyn Academy of Music,Board
2013,Secretary,Joseph V. Melillo,Joseph V. Melillo,,,Brooklyn Academy of Music,Board
2013,Treasurer ,James I. McLaren,James I. McLaren,,,Brooklyn Academy of Music,Board
2013,President Emeritus,Harvey Lichtenstein,Harvey Lichtenstein,,,Brooklyn Academy of Music,Board
2013,Member,Jeffrey H. Barker,Jeffrey H. Barker,,,Brooklyn Academy of Music,Board
2013,Member,Tony Bechara,Tony Bechara,,,Brooklyn Academy of Music,Board
2013,Member,René Böttcher,René Böttcher,,,Brooklyn Academy of Music,Board
2013,Member,Gordon Bowen,Gordon Bowen,,,Brooklyn Academy of Music,Board
2013,Member,Linda Chinn,Linda Chinn,,,Brooklyn Academy of Music,Board
2013,Member,Henry Christensen III,Henry Christensen III,,,Brooklyn Academy of Music,Board
2013,Member,Pamela A. Codispoti,Pamela A. Codispoti,,,Brooklyn Academy of Music,Board
2013,Member,David E. R. Dangoor,David E. R. Dangoor,,,Brooklyn Academy of Music,Board
2013,Member,Cheryl Della Rosa,Cheryl Della Rosa,,,Brooklyn Academy of Music,Board
2013,Member,Dinyar S. Devitre,Dinyar S. Devitre,,,Brooklyn Academy of Music,Board
2013,Member,Beth Rudin DeWoody,Beth Rudin DeWoody,,,Brooklyn Academy of Music,Board
2013,Member,Mark Diker,Mark Diker,,,Brooklyn Academy of Music,Board
2013,Member,Andre Dua,Andre Dua,,,Brooklyn Academy of Music,Board
2013,Member,Brendan J. Dugan,Brendan J. Dugan,,,Brooklyn Academy of Music,Board
2013,Member,Thérèse Esperdy,Thérèse Esperdy,,,Brooklyn Academy of Music,Board
2013,Member,Teri Everett,Teri Everett,,,Brooklyn Academy of Music,Board
2013,Member,Mallory Factor,Mallory Factor,,,Brooklyn Academy of Music,Board
2013,Member,"Ronald E. Feiner, Esq.","Ronald E. Feiner, Esq.",,,Brooklyn Academy of Music,Board
2013,Member,"Richard E. Feldman, Esq.","Richard E. Feldman, Esq.",,,Brooklyn Academy of Music,Board
2013,Member,Steven G. Felsher,Steven G. Felsher,,,Brooklyn Academy of Music,Board
2013,Member,Jeanne Donovan Fisher,Jeanne Donovan Fisher,,,Brooklyn Academy of Music,Board
2013,Member,Barry M. Fox,Barry M. Fox,,,Brooklyn Academy of Music,Board
2013,Member,MaryAnne Gilmartin,MaryAnne Gilmartin,,,Brooklyn Academy of Music,Board
2013,Member,Robert M. Greenberg,Robert M. Greenberg,,,Brooklyn Academy of Music,Board
2013,Member,G. Penn Holsenbeck,G. Penn Holsenbeck,,,Brooklyn Academy of Music,Board
2013,Member,Anne Hubbard,Anne Hubbard,,,Brooklyn Academy of Music,Board
2013,Member,Mark H. Jackson,Mark H. Jackson,,,Brooklyn Academy of Music,Board
2013,Member,Derek Jenkins,Derek Jenkins,,,Brooklyn Academy of Music,Board
2013,Member,Mary Kantor,Mary Kantor,,,Brooklyn Academy of Music,Board
2013,Member,Daniel A. Klores,Daniel A. Klores,,,Brooklyn Academy of Music,Board
2013,Member,Edgar A. Lampert,Edgar A. Lampert,,,Brooklyn Academy of Music,Board
2013,Member,François Letaconnoux,François Letaconnoux,,,Brooklyn Academy of Music,Board
2013,Member,Gary Lynch,Gary Lynch,,,Brooklyn Academy of Music,Board
2013,Member,Martin F. Mertz,Martin F. Mertz,,,Brooklyn Academy of Music,Board
2013,Member,Patricia E. Michels,Patricia E. Michels,,,Brooklyn Academy of Music,Board
2013,Member,Ahrin Mishan,Ahrin Mishan,,,Brooklyn Academy of Music,Board
2013,Member,Donald R. Mullen Jr.,Donald R. Mullen Jr.,,,Brooklyn Academy of Music,Board
2013,Member,William A. Perlmuth,William A. Perlmuth,,,Brooklyn Academy of Music,Board
2013,Member,"David L. Ramsay, M.D., M.Ed.","David L. Ramsay, M.D., M.Ed.",,,Brooklyn Academy of Music,Board
2013,Member,Frances A. Resheske,Frances A. Resheske,,,Brooklyn Academy of Music,Board
2013,Member,Jonathan F.P. Rose,Jonathan F.P. Rose,,,Brooklyn Academy of Music,Board
2013,Member,Anna Kuzmik Sampas,Anna Kuzmik Sampas,,,Brooklyn Academy of Music,Board
2013,Member,Alberto Sanchez,Alberto Sanchez,,,Brooklyn Academy of Music,Board
2013,Member,Timothy Sebunya,Timothy Sebunya,,,Brooklyn Academy of Music,Board
2013,Member,Adi Shamir,Adi Shamir,,,Brooklyn Academy of Music,Board
2013,Member,Danny Simmons,Danny Simmons,,,Brooklyn Academy of Music,Board
2013,Member,Jessica Smith,Jessica Smith,,,Brooklyn Academy of Music,Board
2013,Member,Brian Stafford,Brian Stafford,,,Brooklyn Academy of Music,Board
2013,Member,Joseph A. Stern,Joseph A. Stern,,,Brooklyn Academy of Music,Board
2013,Member,Pedro Torres Ciliberto,Pedro Torres Ciliberto,,,Brooklyn Academy of Music,Board
2013,Member,John L. Usdan,John L. Usdan,,,Brooklyn Academy of Music,Board
2013,Member,Brigitte Vosse,Brigitte Vosse,,,Brooklyn Academy of Music,Board
2013,Member,Nora Ann Wallace,Nora Ann Wallace,,,Brooklyn Academy of Music,Board
2013,Member,Elaine Weinstein,Elaine Weinstein,,,Brooklyn Academy of Music,Board
2013,Member,Hon. Franklin R. Weissberg,Hon. Franklin R. Weissberg,,,Brooklyn Academy of Music,Board
2013,Member,"Vaughn C. Williams, Esq.","Vaughn C. Williams, Esq.",,,Brooklyn Academy of Music,Board
2013,Member,Adam Wolfensohn,Adam Wolfensohn,,,Brooklyn Academy of Music,Board
2013,Member,Claire Wood,Claire Wood,,,Brooklyn Academy of Music,Board
2013,Member,Andrew Zolli,Andrew Zolli,,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Michael R. Bloomberg,Hon. Michael R. Bloomberg,,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Christine C. Quinn,Hon. Christine C. Quinn,,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Marty Markowitz,Hon. Marty Markowitz,,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Kate D. Levin,Hon. Kate D. Levin,,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Felice Forer Axelrod,Felice Forer Axelrod,,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Lela Goren,Lela Goren,,,Brooklyn Academy of Music,Board
2013,CHAIRMEN EMERITI,Neil D. Chrisman,Neil D. Chrisman,,,Brooklyn Academy of Music,Board
2013,CHAIRMEN EMERITI,Seth S. Faison,Seth S. Faison,,,Brooklyn Academy of Music,Board
2013,CHAIRMEN EMERITI,Bruce C. Ratner,Bruce C. Ratner,,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Robert L. Forbes,Robert L. Forbes,,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Charles J. Hamm,Charles J. Hamm,,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,"Barbara B. Haws, C.A.","Barbara B. Haws, C.A.",,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,William Josephson,William Josephson,,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,John Lipsky,John Lipsky,,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Laurie Mallet,Laurie Mallet,,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Cathy-Ann Martine,Cathy-Ann Martine,,,Brooklyn Academy of Music,Board
2014,Member,Elaine Weinstein,Elaine Weinstein,,,Brooklyn Academy of Music,Board
2014,Member,David L. Picket,David L. Picket,,,Brooklyn Academy of Music,Board
