First year,Position,Name,Trimmed,Affiliation,Institution,Type
2013,Life Trustee,Meredith Brokaw,Meredith Brokaw,,WNET,Board
2013,Life Trustee,Elaine W. Conway,Elaine W. Conway,,WNET,Board
2013,Life Trustee,Joan Ganz Cooney,Joan Ganz Cooney,,WNET,Board
2013,Life Trustee,D. Ronald Daniel ,D. Ronald Daniel,,WNET,Board
2013,Life Trustee,Oscar de la Renta,Oscar de la Renta,,WNET,Board
2013,Life Trustee,H. John Greeniaus ,H. John Greeniaus,,WNET,Board
2013,Life Trustee,Thomas S. Johnson,Thomas S. Johnson,,WNET,Board
2013,Life Trustee,Betsy Lack,Betsy Lack,,WNET,Board
2013,Life Trustee,Philip A. Laskawy ,Philip A. Laskawy,,WNET,Board
2013,Life Trustee,James S. Marcus,James S. Marcus,,WNET,Board
2013,Life Trustee,Anthony D. Marshall,Anthony D. Marshall,,WNET,Board
2013,Life Trustee,Morris W. Offit,Morris W. Offit,,WNET,Board
2013,Life Trustee,George D. O'Neill,George D. O'Neill,,WNET,Board
2013,Life Trustee,Ponchitta Pierce ,Ponchitta Pierce,,WNET,Board
2013,Life Trustee,Elihu Rose,Elihu Rose,,WNET,Board
2013,Life Trustee,Bernard L. Schwartz,Bernard L. Schwartz,,WNET,Board
2013,Life Trustee,Stanley S. Shuman,Stanley S. Shuman,,WNET,Board
2013,Life Trustee,Marsha E. Simms,Marsha E. Simms,,WNET,Board
2013,Life Trustee,Michael I. Sovern,Michael I. Sovern,,WNET,Board
2013,Life Trustee,Scott M. Stuart,Scott M. Stuart,,WNET,Board
2013,Life Trustee,Mortimer B. Zuckerman,Mortimer B. Zuckerman,,WNET,Board
2013,Chairman Emeritus,William M. Elinghaus ,William M. Elinghaus,,WNET,Board
2013,Chairman Emeritus,Henry R. Kravis,Henry R. Kravis,,WNET,Board
2013,Chairman Emeritus,Steven R. Rattner,Steven R. Rattner,,WNET,Board
2013,Vice-Chairman Emeritus,Richard I. Beattie,Richard I. Beattie,,WNET,Board
2013,Vice-Chairman Emeritus,Elizabeth Rohatyn,Elizabeth Rohatyn,,WNET,Board
2013,NJTV Chairman,Josh S. Weston,Josh S. Weston,,WNET,Board
2013,NJTV Vice-Chairman,Elizabeth Thomas,Elizabeth Thomas,,WNET,Board
2013,NJTV Vice-Chairman,Anthony V. Bastardi,Anthony V. Bastardi,,WNET,Board
2013,NJTV Trustee,Thomas A. Bracken ,Thomas A. Bracken,,WNET,Board
2013,NJTV Trustee,Bernard Flynn,Bernard Flynn,,WNET,Board
2013,NJTV Trustee,Edward Graham,Edward Graham,,WNET,Board
2013,NJTV Trustee,Gov. Thomas H. Kean,Gov. Thomas H. Kean,,WNET,Board
2013,NJTV Trustee,Scott Kobler ,Scott Kobler,,WNET,Board
2013,NJTV Trustee,Randall E. Mehrberg,Randall E. Mehrberg,,WNET,Board
2013,NJTV Trustee,Brenda Ross-Dulan,Brenda Ross-Dulan,,WNET,Board
2013,NJTV Trustee,Neal Shapiro,Neal Shapiro,,WNET,Board
2013,NJTV Trustee,Robert L. Smartt,Robert L. Smartt,,WNET,Board
2013,NJTV Trustee,Gary Wingens,Gary Wingens,,WNET,Board
2013,President & Chief Executive Officer,Neal Shapiro,Neal Shapiro,,WNET,Board
2013,"Vice President, Chief Financial Officer $ Treasurer ",Caroline Croen,Caroline Croen,,WNET,Board
2013,"Vice President, General Counsel & Secretary",Robert Feinberg,Robert Feinberg,,WNET,Board
2013,"Vice President, Development & Communications",Lisa Mantone,Lisa Mantone,,WNET,Board
2013,"Vice President, Programming",Stephen Segaller,Stephen Segaller,,WNET,Board
2013,"Vice President, Human Resources",Charlene Shapiro,Charlene Shapiro,,WNET,Board
2013,"Vice President, Education",Carole Wacey,Carole Wacey,,WNET,Board
2013,Thirteen General Manager,Roslyn Davis,Roslyn Davis,,WNET,Board
2013,WLIW General Manager,Diane Masciale,Diane Masciale,,WNET,Board
2013,NJTV General Manager,John Servido,John Servido,,WNET,Board
2013,Creative News Group General Manager,Marc Rosenwasser,Marc Rosenwasser,,WNET,Board
2013,Interactive Engagement Group General Manager,Daniel Greenberg,Daniel Greenberg,,WNET,Board
2014,Trustee,Marjorie Harris,Marjorie Harris,,WNET,Board
2014,Trustee,Grazia Svokos,Grazia Svokos,,WNET,Board
2014,Trustee,Grace Lyu Volkhausen,Grace Lyu Volkhausen,,WNET,Board
2014,NJTV Trustee,Vincent Maione,Vincent Maione,,WNET,Board
2014,NJTV Trustee,Robert A. Marino,Robert A. Marino,,WNET,Board
2014,NJTV Trustee,Barry H. Ostrowsy,Barry H. Ostrowsy,,WNET,Board
2013,BAM Board Chair,Alan H. Fishman,Alan H. Fishman,,Brooklyn Academy of Music,Board
2013,BAM Board Vice Chairs,William I. Campbell,William I. Campbell,,Brooklyn Academy of Music,Board
2013,BAM Board Vice Chairs,Adam E. Max,Adam E. Max,,Brooklyn Academy of Music,Board
2013,President,Karen Brooks Hopkins,Karen Brooks Hopkins,,Brooklyn Academy of Music,Board
2013,Secretary,Joseph V. Melillo,Joseph V. Melillo,,Brooklyn Academy of Music,Board
2013,Treasurer ,James I. McLaren,James I. McLaren,,Brooklyn Academy of Music,Board
2013,President Emeritus,Harvey Lichtenstein,Harvey Lichtenstein,,Brooklyn Academy of Music,Board
2013,Member,Jeffrey H. Barker,Jeffrey H. Barker,,Brooklyn Academy of Music,Board
2013,Member,Tony Bechara,Tony Bechara,,Brooklyn Academy of Music,Board
2013,Member,René Böttcher,René Böttcher,,Brooklyn Academy of Music,Board
2013,Member,Gordon Bowen,Gordon Bowen,,Brooklyn Academy of Music,Board
2013,Member,Linda Chinn,Linda Chinn,,Brooklyn Academy of Music,Board
2013,Member,Henry Christensen III,Henry Christensen III,,Brooklyn Academy of Music,Board
2013,Member,Pamela A. Codispoti,Pamela A. Codispoti,,Brooklyn Academy of Music,Board
2013,Member,David E. R. Dangoor,David E. R. Dangoor,,Brooklyn Academy of Music,Board
2013,Member,Cheryl Della Rosa,Cheryl Della Rosa,,Brooklyn Academy of Music,Board
2013,Member,Dinyar S. Devitre,Dinyar S. Devitre,,Brooklyn Academy of Music,Board
2013,Member,Beth Rudin DeWoody,Beth Rudin DeWoody,,Brooklyn Academy of Music,Board
2013,Member,Mark Diker,Mark Diker,,Brooklyn Academy of Music,Board
2013,Member,Andre Dua,Andre Dua,,Brooklyn Academy of Music,Board
2013,Member,Brendan J. Dugan,Brendan J. Dugan,,Brooklyn Academy of Music,Board
2013,Member,Thérèse Esperdy,Thérèse Esperdy,,Brooklyn Academy of Music,Board
2013,Member,Teri Everett,Teri Everett,,Brooklyn Academy of Music,Board
2013,Member,Mallory Factor,Mallory Factor,,Brooklyn Academy of Music,Board
2013,Member,"Ronald E. Feiner, Esq.","Ronald E. Feiner, Esq.",,Brooklyn Academy of Music,Board
2013,Member,"Richard E. Feldman, Esq.","Richard E. Feldman, Esq.",,Brooklyn Academy of Music,Board
2013,Member,Steven G. Felsher,Steven G. Felsher,,Brooklyn Academy of Music,Board
2013,Member,Jeanne Donovan Fisher,Jeanne Donovan Fisher,,Brooklyn Academy of Music,Board
2013,Member,Barry M. Fox,Barry M. Fox,,Brooklyn Academy of Music,Board
2013,Member,MaryAnne Gilmartin,MaryAnne Gilmartin,,Brooklyn Academy of Music,Board
2013,Member,Robert M. Greenberg,Robert M. Greenberg,,Brooklyn Academy of Music,Board
2013,Member,G. Penn Holsenbeck,G. Penn Holsenbeck,,Brooklyn Academy of Music,Board
2013,Member,Anne Hubbard,Anne Hubbard,,Brooklyn Academy of Music,Board
2013,Member,Mark H. Jackson,Mark H. Jackson,,Brooklyn Academy of Music,Board
2013,Member,Derek Jenkins,Derek Jenkins,,Brooklyn Academy of Music,Board
2013,Member,Mary Kantor,Mary Kantor,,Brooklyn Academy of Music,Board
2013,Member,Daniel A. Klores,Daniel A. Klores,,Brooklyn Academy of Music,Board
2013,Member,Edgar A. Lampert,Edgar A. Lampert,,Brooklyn Academy of Music,Board
2013,Member,François Letaconnoux,François Letaconnoux,,Brooklyn Academy of Music,Board
2013,Member,Gary Lynch,Gary Lynch,,Brooklyn Academy of Music,Board
2013,Member,Martin F. Mertz,Martin F. Mertz,,Brooklyn Academy of Music,Board
2013,Member,Patricia E. Michels,Patricia E. Michels,,Brooklyn Academy of Music,Board
2013,Member,Ahrin Mishan,Ahrin Mishan,,Brooklyn Academy of Music,Board
2013,Member,Donald R. Mullen Jr.,Donald R. Mullen Jr.,,Brooklyn Academy of Music,Board
2013,Member,William A. Perlmuth,William A. Perlmuth,,Brooklyn Academy of Music,Board
2013,Member,"David L. Ramsay, M.D., M.Ed.","David L. Ramsay, M.D., M.Ed.",,Brooklyn Academy of Music,Board
2013,Member,Frances A. Resheske,Frances A. Resheske,,Brooklyn Academy of Music,Board
2013,Member,Jonathan F.P. Rose,Jonathan F.P. Rose,,Brooklyn Academy of Music,Board
2013,Member,Anna Kuzmik Sampas,Anna Kuzmik Sampas,,Brooklyn Academy of Music,Board
2013,Member,Alberto Sanchez,Alberto Sanchez,,Brooklyn Academy of Music,Board
2013,Member,Timothy Sebunya,Timothy Sebunya,,Brooklyn Academy of Music,Board
2013,Member,Adi Shamir,Adi Shamir,,Brooklyn Academy of Music,Board
2013,Member,Danny Simmons,Danny Simmons,,Brooklyn Academy of Music,Board
2013,Member,Jessica Smith,Jessica Smith,,Brooklyn Academy of Music,Board
2013,Member,Brian Stafford,Brian Stafford,,Brooklyn Academy of Music,Board
2013,Member,Joseph A. Stern,Joseph A. Stern,,Brooklyn Academy of Music,Board
2013,Member,Pedro Torres Ciliberto,Pedro Torres Ciliberto,,Brooklyn Academy of Music,Board
2013,Member,John L. Usdan,John L. Usdan,,Brooklyn Academy of Music,Board
2013,Member,Brigitte Vosse,Brigitte Vosse,,Brooklyn Academy of Music,Board
2013,Member,Nora Ann Wallace,Nora Ann Wallace,,Brooklyn Academy of Music,Board
2013,Member,Elaine Weinstein,Elaine Weinstein,,Brooklyn Academy of Music,Board
2013,Member,Hon. Franklin R. Weissberg,Hon. Franklin R. Weissberg,,Brooklyn Academy of Music,Board
2013,Member,"Vaughn C. Williams, Esq.","Vaughn C. Williams, Esq.",,Brooklyn Academy of Music,Board
2013,Member,Adam Wolfensohn,Adam Wolfensohn,,Brooklyn Academy of Music,Board
2013,Member,Claire Wood,Claire Wood,,Brooklyn Academy of Music,Board
2013,Member,Andrew Zolli,Andrew Zolli,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Michael R. Bloomberg,Hon. Michael R. Bloomberg,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Christine C. Quinn,Hon. Christine C. Quinn,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Marty Markowitz,Hon. Marty Markowitz,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Hon. Kate D. Levin,Hon. Kate D. Levin,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Felice Forer Axelrod,Felice Forer Axelrod,,Brooklyn Academy of Music,Board
2013,EX OFFICIO,Lela Goren,Lela Goren,,Brooklyn Academy of Music,Board
2013,CHAIRMEN EMERITI,Neil D. Chrisman,Neil D. Chrisman,,Brooklyn Academy of Music,Board
2013,CHAIRMEN EMERITI,Seth S. Faison,Seth S. Faison,,Brooklyn Academy of Music,Board
2013,CHAIRMEN EMERITI,Bruce C. Ratner,Bruce C. Ratner,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Robert L. Forbes,Robert L. Forbes,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Charles J. Hamm,Charles J. Hamm,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,"Barbara B. Haws, C.A.","Barbara B. Haws, C.A.",,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,William Josephson,William Josephson,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,John Lipsky,John Lipsky,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Laurie Mallet,Laurie Mallet,,Brooklyn Academy of Music,Board
2013,HONORARY TRUSTEES,Cathy-Ann Martine,Cathy-Ann Martine,,Brooklyn Academy of Music,Board
2014,Member,Elaine Weinstein,Elaine Weinstein,,Brooklyn Academy of Music,Board
2014,Member,David L. Picket,David L. Picket,,Brooklyn Academy of Music,Board
2014,Member,Sarah C. Robertson,Sarah C. Robertson,,Brooklyn Academy of Music,Board
2014,Member,Bartholomew A. Sheehan III,Bartholomew A. Sheehan III,,Brooklyn Academy of Music,Board
2014,Member,Axel Stawski,Axel Stawski,,Brooklyn Academy of Music,Board
2014,EX OFFICIO,Jamie Snow Markowitz,Jamie Snow Markowitz,,Brooklyn Academy of Music,Board
2014,HONORARY TRUSTEES,Mary Kantor,Mary Kantor,,Brooklyn Academy of Music,Board
2013,President,Lawrence R. Ricciardi,Lawrence R. Ricciardi,,Morgan Museum and Library,Board
2013,Vice President,James R. Houghton,James R. Houghton,,Morgan Museum and Library,Board
2013,Vice President,Richard L. Menschel,Richard L. Menschel,,Morgan Museum and Library,Board
2013,Treasurer ,George L. K. Frelinghuysen,George L. K. Frelinghuysen,,Morgan Museum and Library,Board
2013,Secretary,Thomas J. Reid,Thomas J. Reid,,Morgan Museum and Library,Board
2013,Trustee,Karen H. Bechtel,Karen H. Bechtel,,Morgan Museum and Library,Board
2013,Trustee,Rodney B. Berens,Rodney B. Berens,,Morgan Museum and Library,Board
2013,Trustee,Susanna Borghese,Susanna Borghese,,Morgan Museum and Library,Board
2013,Trustee,T. Kimball Brooker,T. Kimball Brooker,,Morgan Museum and Library,Board
2013,Trustee,Karen B. Cohen,Karen B. Cohen,,Morgan Museum and Library,Board
2013,Trustee,Flobelle Burden Davis,Flobelle Burden Davis,,Morgan Museum and Library,Board
2013,Trustee,Geoffrey K. Elliott,Geoffrey K. Elliott,,Morgan Museum and Library,Board
2013,Trustee,Brian J. Higgins,Brian J. Higgins,,Morgan Museum and Library,Board
2013,Trustee,Jerker M. Johansson,Jerker M. Johansson,,Morgan Museum and Library,Board
2013,Trustee,Clement C. Moore II,Clement C. Moore II,,Morgan Museum and Library,Board
2013,Trustee,John A. Morgan,John A. Morgan,,Morgan Museum and Library,Board
2013,Trustee,Diane A. Nixon,Diane A. Nixon,,Morgan Museum and Library,Board
2013,Trustee,Cosima Pavoncelli,Cosima Pavoncelli,,Morgan Museum and Library,Board
2013,Trustee,Peter Pennoyer,Peter Pennoyer,,Morgan Museum and Library,Board
2013,Trustee,Cynthia Hazen Polsky,Cynthia Hazen Polsky,,Morgan Museum and Library,Board
2013,Trustee,Katharine J. Rayner,Katharine J. Rayner,,Morgan Museum and Library,Board
2013,Trustee,Annette de la Renta,Annette de la Renta,,Morgan Museum and Library,Board
2013,Trustee,"Hamilton Robinson, Jr.","Hamilton Robinson, Jr.",,Morgan Museum and Library,Board
2013,Trustee,James A. Runde,James A. Runde,,Morgan Museum and Library,Board
2013,Trustee,James Baker Sitrick,James Baker Sitrick,,Morgan Museum and Library,Board
2013,Trustee,Beatrice Stern,Beatrice Stern,,Morgan Museum and Library,Board
2013,Trustee,Jeffrey C. Walker,Jeffrey C. Walker,,Morgan Museum and Library,Board
2013,Ex Officio,William T. Buice III,William T. Buice III,,Morgan Museum and Library,Board
2013,Ex Officio,William M. Griswold,William M. Griswold,,Morgan Museum and Library,Board
2013,Ex Officio,William James Wyer,William James Wyer,,Morgan Museum and Library,Board
2013,Life Trustee,William R. Acquavella,William R. Acquavella,,Morgan Museum and Library,Board
2013,Life Trustee,Walter Burke,Walter Burke,,Morgan Museum and Library,Board
2013,Life Trustee,"Haliburton Fales, 2d","Haliburton Fales, 2d",,Morgan Museum and Library,Board
2013,Life Trustee,"S. Parker Gilbert,","S. Parker Gilbert,",,Morgan Museum and Library,Board
2013,Life Trustee,Drue Heinz,Drue Heinz,,Morgan Museum and Library,Board
2013,Life Trustee,Lawrence Hughes,Lawrence Hughes,,Morgan Museum and Library,Board
2013,Life Trustee,Herbert Kasper,Herbert Kasper,,Morgan Museum and Library,Board
2013,Life Trustee,Herbert L. Lucas,Herbert L. Lucas,,Morgan Museum and Library,Board
2013,Life Trustee,Charles F. Morgan,Charles F. Morgan,,Morgan Museum and Library,Board
2013,Life Trustee,Robert M. Pennoyer,Robert M. Pennoyer,,Morgan Museum and Library,Board
2013,Life Trustee,Elaine L. Rosenberg,Elaine L. Rosenberg,,Morgan Museum and Library,Board
2013,Life Trustee,Eugene V. Thaw,Eugene V. Thaw,,Morgan Museum and Library,Board
2013,Life Trustee,Ladislaus von Hoffmann,Ladislaus von Hoffmann,,Morgan Museum and Library,Board
2013,Life Trustee,Baroness Mariuccia Zerilli-Marimò,Baroness Mariuccia Zerilli-Marimò,,Morgan Museum and Library,Board
2014,Trustee,Gary W. Parr,Gary W. Parr,,Morgan Museum and Library,Board
2012,Chairman,Thomas E. Tuft,Thomas E. Tuft,,Roundabout Theatre,Board
2012,Vice Chairman,Mary C. Solomon,Mary C. Solomon,,Roundabout Theatre,Board
2012,President,Todd Haimes,Todd Haimes,,Roundabout Theatre,Board
2012,Treasurer ,Samuel R. Chapin,Samuel R. Chapin,,Roundabout Theatre,Board
2012,Secretary,Lawrence Kaplen,Lawrence Kaplen,,Roundabout Theatre,Board
2012,Director,Alec Baldwin,Alec Baldwin,,Roundabout Theatre,Board
2012,Director,Jeffrey Barker,Jeffrey Barker,,Roundabout Theatre,Board
2012,Director,Bill Borrelle,Bill Borrelle,,Roundabout Theatre,Board
2012,Director,Matthew Broderick,Matthew Broderick,,Roundabout Theatre,Board
2012,Director,"James J. Burke, Jr.","James J. Burke, Jr.",,Roundabout Theatre,Board
2012,Director,Jim Carter,Jim Carter,,Roundabout Theatre,Board
2012,Director,Mary Cirillo-Goldberg,Mary Cirillo-Goldberg,,Roundabout Theatre,Board
2012,Director,Michael T. Cohen,Michael T. Cohen,,Roundabout Theatre,Board
2012,Director,Mike de Graffenried,Mike de Graffenried,,Roundabout Theatre,Board
2012,Director,Douglas Durst,Douglas Durst,,Roundabout Theatre,Board
2012,Director,Sylvia Golden,Sylvia Golden,,Roundabout Theatre,Board
2012,Director,Patricia R. Goldstein,Patricia R. Goldstein,,Roundabout Theatre,Board
2012,Director,John R. Gordon,John R. Gordon,,Roundabout Theatre,Board
2012,Director,"Harry E. Gould, Jr.","Harry E. Gould, Jr.",,Roundabout Theatre,Board
2012,Director,Perry B. Granoff,Perry B. Granoff,,Roundabout Theatre,Board
2012,Director,Jeanne Hagerty,Jeanne Hagerty,,Roundabout Theatre,Board
2012,Director,Meryl D. Hartzband,Meryl D. Hartzband,,Roundabout Theatre,Board
2012,Director,Maureen A. Hayes,Maureen A. Hayes,,Roundabout Theatre,Board
2012,Director,Abby F. Kohnstamm,Abby F. Kohnstamm,,Roundabout Theatre,Board
2012,Director,Gene R. Korf,Gene R. Korf,,Roundabout Theatre,Board
2012,Director,Stephanie Kramer,Stephanie Kramer,,Roundabout Theatre,Board
2012,Director,Carole S. Krumland,Carole S. Krumland,,Roundabout Theatre,Board
2012,Director,Cathy Lasry,Cathy Lasry,,Roundabout Theatre,Board
2012,Director,Mark J. Manoff,Mark J. Manoff,,Roundabout Theatre,Board
2012,Director,David E. Massengill,David E. Massengill,,Roundabout Theatre,Board
2012,Director,"John P. McGarry, Jr.","John P. McGarry, Jr.",,Roundabout Theatre,Board
2012,Director,Cynthia Nixon,Cynthia Nixon,,Roundabout Theatre,Board
2012,Director,Katheryn Patterson Kempner,Katheryn Patterson Kempner,,Roundabout Theatre,Board
2012,Director,Laura Pels,Laura Pels,,Roundabout Theatre,Board
2012,Director,Charles Randolph-Wright,Charles Randolph-Wright,,Roundabout Theatre,Board
2012,Director,Gregg Rechler,Gregg Rechler,,Roundabout Theatre,Board
2012,Director,Steven A. Sanders,Steven A. Sanders,,Roundabout Theatre,Board
2012,Director,Steven Schroko,Steven Schroko,,Roundabout Theatre,Board
2012,Director,Beryl Snyder,Beryl Snyder,,Roundabout Theatre,Board
2012,Director,Alyce Toonk,Alyce Toonk,,Roundabout Theatre,Board
2012,Director,Johs Worsoe,Johs Worsoe,,Roundabout Theatre,Board
2012,Director,Adam Zurofsky,Adam Zurofsky,,Roundabout Theatre,Board
2012,CHAIRMEN EMERITI,Christian C. Yegen,Christian C. Yegen,,Roundabout Theatre,Board
2012,Chairmen EMERITI,Steven F. Goldstone,Steven F. Goldstone,,Roundabout Theatre,Board
2012,Diectors Emeriti,Bob Donnalley,Bob Donnalley,,Roundabout Theatre,Board
2012,Direcors Emeriti,Carol Mitchell,Carol Mitchell,,Roundabout Theatre,Board
2012,Artistic Director,Todd Haimes,Todd Haimes,,Roundabout Theatre,Board
2012,Managing Director,Harold Wolpert,Harold Wolpert,,Roundabout Theatre,Board
2012,Executive Director,Julia C. Levy,Julia C. Levy,,Roundabout Theatre,Board
2012,Adams Associate/Artistic Director,Scott Ellis,Scott Ellis,,Roundabout Theatre,Board
2012,Chairman Leadership Council,Yolanda R. Turocy,Yolanda R. Turocy,,Roundabout Theatre,Board
2012,Leadership Council,Polly Bergen,Polly Bergen,,Roundabout Theatre,Board
2012,Leadership Council,Henry Cooperman,Henry Cooperman,,Roundabout Theatre,Board
2012,Leadership Council,Linda L. D\Onofrio,Linda L. D\Onofrio,,Roundabout Theatre,Board
2012,Leadership Council,Christopher M. Formant,Christopher M. Formant,,Roundabout Theatre,Board
2012,Leadership Council,Boyd Gaines,Boyd Gaines,,Roundabout Theatre,Board
2012,Leadership Council,Ned Ginty,Ned Ginty,,Roundabout Theatre,Board
2012,Leadership Council,Jodi Glucksman,Jodi Glucksman,,Roundabout Theatre,Board
2012,Leadership Council,Carmen Grossman,Carmen Grossman,,Roundabout Theatre,Board
2012,Leadership Council,Barbara McIntyre Hack,Barbara McIntyre Hack,,Roundabout Theatre,Board
2012,Leadership Council,Jeannette Hobson,Jeannette Hobson,,Roundabout Theatre,Board
2012,Leadership Council,H. Brett Humphreys,H. Brett Humphreys,,Roundabout Theatre,Board
2012,Leadership Council,Cherry Jones,Cherry Jones,,Roundabout Theatre,Board
2012,Leadership Council,JoAnne Kennedy,JoAnne Kennedy,,Roundabout Theatre,Board
2012,Leadership Council,Frank Langella,Frank Langella,,Roundabout Theatre,Board
2012,Leadership Council,Helen Mirren,Helen Mirren,,Roundabout Theatre,Board
2012,Leadership Council,Brian Murray,Brian Murray,,Roundabout Theatre,Board
2012,Leadership Council,Liam Neeson,Liam Neeson,,Roundabout Theatre,Board
2012,Leadership Council,Christopher Plummer,Christopher Plummer,,Roundabout Theatre,Board
2012,Leadership Council,Ron Rifkin,Ron Rifkin,,Roundabout Theatre,Board
2012,Leadership Council,Laura S. Rodgers,Laura S. Rodgers,,Roundabout Theatre,Board
2012,Leadership Council,Patricia A. Stockhausen,Patricia A. Stockhausen,,Roundabout Theatre,Board
2012,Leadership Council,Janis Ing Strauss,Janis Ing Strauss,,Roundabout Theatre,Board
2012,Leadership Council,Cynthia C. Wainwright,Cynthia C. Wainwright,,Roundabout Theatre,Board
2012,Leadership Council,Barry C. Waldorf,Barry C. Waldorf,,Roundabout Theatre,Board
2012,Leadership Council,Tony Walton,Tony Walton,,Roundabout Theatre,Board
2013,Director,Mary G. Cadagin,Mary G. Cadagin,,Roundabout Theatre,Board
2013,Director,Marvin Rosen,Marvin Rosen,,Roundabout Theatre,Board
2013,General Manager,Sydney Beers,Sydney Beers,,Roundabout Theatre,Board
2013,Leadership Council,Karen McKeel Calby,Karen McKeel Calby,,Roundabout Theatre,Board
2013,Leadership Council,Robert Schaffer,Robert Schaffer,,Roundabout Theatre,Board
2013,Leadership Council,Mark Tamagni,Mark Tamagni,,Roundabout Theatre,Board
2013,Chair,Anthony W. Crowell,Anthony W. Crowell,,Brooklyn Public Library,Board
2013,Vice Chair,Nicholas A. Gravante Jr.,Nicholas A. Gravante Jr.,,Brooklyn Public Library,Board
2013,Vice Chair,Miriam Katowitz,Miriam Katowitz,,Brooklyn Public Library,Board
2013,Treasurer,Peter Aschkenasy,Peter Aschkenasy,,Brooklyn Public Library,Board
2013,Secretary,Antonia Yuille Williams,Antonia Yuille Williams,,Brooklyn Public Library,Board
2013,Mayor of the City of New York,Michael R. Bloomberg,Michael R. Bloomberg,,Brooklyn Public Library,Board
2013,President of the Borough of Brooklyn,Marty Markowitz,Marty Markowitz,,Brooklyn Public Library,Board
2013,Speaker of the New York City Council,Christine C. Quinn,Christine C. Quinn,,Brooklyn Public Library,Board
2013,Comptroller of the City of New York,John C. Liu,John C. Liu,,Brooklyn Public Library,Board
2013,members,Jordan Barowitz,Jordan Barowitz,,Brooklyn Public Library,Board
2013,members,Bonnie Bellamy-Watkins,Bonnie Bellamy-Watkins,,Brooklyn Public Library,Board
2013,members,Michael Best,Michael Best,,Brooklyn Public Library,Board
2013,members,Kwanza Butler,Kwanza Butler,,Brooklyn Public Library,Board
2013,members,Iris Y. Chiu,Iris Y. Chiu,,Brooklyn Public Library,Board
2013,members,Nina Collins,Nina Collins,,Brooklyn Public Library,Board
2013,members,Joseph I. Douek,Joseph I. Douek,,Brooklyn Public Library,Board
2013,members,Jeff Gennette,Jeff Gennette,,Brooklyn Public Library,Board
2013,members,Hon. Ira B. Harkavy,Hon. Ira B. Harkavy,,Brooklyn Public Library,Board
2013,members,Kyle Kimball,Kyle Kimball,,Brooklyn Public Library,Board
2013,members,Michael Liburd,Michael Liburd,,Brooklyn Public Library,Board
2013,members,Susan Marcinek,Susan Marcinek,,Brooklyn Public Library,Board
2013,members,Gino P. Menchini,Gino P. Menchini,,Brooklyn Public Library,Board
2013,members,Hon. Alice Fisher Rubin,Hon. Alice Fisher Rubin,,Brooklyn Public Library,Board
2013,members,Sandra Schubert,Sandra Schubert,,Brooklyn Public Library,Board
2013,members,Robin Shanus,Robin Shanus,,Brooklyn Public Library,Board
2013,members,Christina Tettonis,Christina Tettonis,,Brooklyn Public Library,Board
2013,members,Leticia Theodore-Greene,Leticia Theodore-Greene,,Brooklyn Public Library,Board
2013,members,Dr. Lucille C. Thomas,Dr. Lucille C. Thomas,,Brooklyn Public Library,Board
2013,President & CEO,Linda E. Johnson,Linda E. Johnson,,Brooklyn Public Library,Board
2014,Chair,"Nicholas A. Gravante, Jr.","Nicholas A. Gravante, Jr.",,Brooklyn Public Library,Board
2014,Vice Chair,Kyle Kimball,Kyle Kimball,,Brooklyn Public Library,Board
2014,Secretary,Robin Shanus,Robin Shanus,,Brooklyn Public Library,Board
2014,Mayor of the City of New York,Bill de Blasio,Bill de Blasio,,Brooklyn Public Library,Board
2014,President of the Borough of Brooklyn,Eric Adams,Eric Adams,,Brooklyn Public Library,Board
2014,Speaker of the New York City Council,Melissa Mark-Viverito,Melissa Mark-Viverito,,Brooklyn Public Library,Board
2014,Comptroller of the City of New York,Scott M. Stringer,Scott M. Stringer,,Brooklyn Public Library,Board
2014,Members,Anthony W. Crowell,Anthony W. Crowell,,Brooklyn Public Library,Board
2014,Members,Joseph I. Douek,Joseph I. Douek,,Brooklyn Public Library,Board
2014,Members,Jeff Gennette,Jeff Gennette,,Brooklyn Public Library,Board
2014,Members,Hank Gutman,Hank Gutman,,Brooklyn Public Library,Board
2014,Members,Cindi Leive,Cindi Leive,,Brooklyn Public Library,Board
2014,Members,Kim-Thu Posnett,Kim-Thu Posnett,,Brooklyn Public Library,Board
2014,Members,Lisa Price,Lisa Price,,Brooklyn Public Library,Board
2013,Chairman,Lewis Kruger,Lewis Kruger,,Museum of Arts and Design,Board
2013,Chairman Emeritus,Jerome A. Chazen,Jerome A. Chazen,,Museum of Arts and Design,Board
2013,Chairman Emerita,Barbara Tober,Barbara Tober,,Museum of Arts and Design,Board
2013,Treasurer,Fred Kleisner,Fred Kleisner,,Museum of Arts and Design,Board
