First year,Position,Name,Trimmed,Dupe,Affiliation,Institution,Type
2013,Director,Len Blavatnik,Len Blavatnik,,,92Y,
2013,Director,Thomas Block,Thomas Block,,,92Y,
2013,Director,Matthew Bronfman*,Matthew Bronfman*,,,92Y,
2013,Director,Kathy Chazen,Kathy Chazen,,,92Y,
2013,Director,Andrew Crystal,Andrew Crystal,,,92Y,
2013,Director,Richard Crystal,Richard Crystal,,,92Y,
2013,Director,"Stanley Edelman, MD","Stanley Edelman, MD",,,92Y,
2013,Director,Michael S. Feldberg,Michael S. Feldberg,,,92Y,
2013,Director,Christy Ferer,Christy Ferer,,,92Y,
2013,Director,Rick Gerson,Rick Gerson,,,92Y,
2013,Director,Jeffrey B. Goldenberg,Jeffrey B. Goldenberg,,,92Y,
2013,Director,Jane H. Goldman,Jane H. Goldman,,,92Y,
2013,Director,Michael Goldstein*,Michael Goldstein*,,,92Y,
2013,Director,Daniel R. Kaplan*,Daniel R. Kaplan*,,,92Y,
2013,Director,Thomas S. Kaplan*,Thomas S. Kaplan*,,,92Y,
2013,Director,Lori A. Kasowitz,Lori A. Kasowitz,,,92Y,
2013,Director,Richard L. Kay,Richard L. Kay,,,92Y,
2013,Director,Jonathan Korngold,Jonathan Korngold,,,92Y,
2013,Director,Eric Lane,Eric Lane,,,92Y,
2013,Director,Nancy Z. Lane,Nancy Z. Lane,,,92Y,
2013,Director,Marc Lasry,Marc Lasry,,,92Y,
2013,Director,William P. Lauder,William P. Lauder,,,92Y,
2013,Director,Howard M. Lorber,Howard M. Lorber,,,92Y,
2013,Director,Fredric Mack*,Fredric Mack*,,,92Y,
2013,Director,Richard J. Mack,Richard J. Mack,,,92Y,
2013,Director,Irwin Miller,Irwin Miller,,,92Y,
2013,Director,Philip L. Milstein*,Philip L. Milstein*,,,92Y,
2013,Director,Cheryl Minikes,Cheryl Minikes,,,92Y,
2013,Director,Andrea Olshan,Andrea Olshan,,,92Y,
2013,Director,Martin J. Oppenheimer,Martin J. Oppenheimer,,,92Y,
2013,Director,John Paulson,John Paulson,,,92Y,
2013,Director,Martin J. Rabinowitz,Martin J. Rabinowitz,,,92Y,
2013,Director,David S. Rose,David S. Rose,,,92Y,
2013,Director,Marcella Rosen,Marcella Rosen,,,92Y,
2013,Director,Barry Rosenstein,Barry Rosenstein,,,92Y,
2013,Director,Michael S. Roth,Michael S. Roth,,,92Y,
2013,Director,"Gail Michele Saltz, MD","Gail Michele Saltz, MD",,,92Y,
2013,Director,Mara Sandler,Mara Sandler,,,92Y,
2013,Director,Curtis Schenker,Curtis Schenker,,,92Y,
2013,Director,David M. Schizer,David M. Schizer,,,92Y,
2013,Director,Dov Seidman,Dov Seidman,,,92Y,
2013,Director,Oliver Stanton,Oliver Stanton,,,92Y,
2013,Director,Ronald Stein,Ronald Stein,,,92Y,
2013,Director,John Steinhardt,John Steinhardt,,,92Y,
2013,Director,Stuart Sucherman,Stuart Sucherman,,,92Y,
2013,Director,Bertram Teich,Bertram Teich,,,92Y,
2013,Director,Joan Tisch,Joan Tisch,,,92Y,
2013,Director,Eva Colin Usdan,Eva Colin Usdan,,,92Y,
2013,Director,Kenneth L. Wallach,Kenneth L. Wallach,,,92Y,
2013,Director,Caryn Zucker,Caryn Zucker,,,92Y,
2013,Honorary Director,Clive Chajet,Clive Chajet,,,92Y,
2013,Honorary Director,Jerome A. Chazen,Jerome A. Chazen,,,92Y,
2013,Honorary Director,Gerald J. Grossman,Gerald J. Grossman,,,92Y,
2013,Honorary Director,William H. Heyman,William H. Heyman,,,92Y,
2013,Honorary Director,Joan L. Jacobson*,Joan L. Jacobson*,,,92Y,
2013,Honorary Director,"Lee Katz, PhD","Lee Katz, PhD",,,92Y,
2013,Honorary Director,Elena Hahn Kiam,Elena Hahn Kiam,,,92Y,
2013,Honorary Director,Peter W. May,Peter W. May,,,92Y,
2013,Honorary Director,Mitchell J. Nelson,Mitchell J. Nelson,,,92Y,
2013,Honorary Director,Madeline I. Noveck,Madeline I. Noveck,,,92Y,
2013,Honorary Director,Elihu Rose,Elihu Rose,,,92Y,
2013,Honorary Director,Judith O. Rubin*,Judith O. Rubin*,,,92Y,
2013,Honorary Director,Ruth S. Stanton,Ruth S. Stanton,,,92Y,
2013,Honorary Director,Harriet Weintraub,Harriet Weintraub,,,92Y,
2013,Honorary Director,Myrna Z. Weiss,Myrna Z. Weiss,,,92Y,
2013,Chairman,James S. Tisch,James S. Tisch,,,WNET,
2013,Vice Chairman,Charlotte Nichoson Ackert,Charlotte Nichoson Ackert,,,WNET,
2013,Vice Chairman,Cheryl Milstein,Cheryl Milstein,,,WNET,
2013,Vice-Chairman,Ann G. Tenenbaum,Ann G. Tenenbaum,,,WNET,
2013,Vice-Chairman,Dirk Ziff,Dirk Ziff,,,WNET,
2013,Trustee,Waheed Alli,Waheed Alli,,,WNET,
2013,Trustee,John P. Arnhold,John P. Arnhold,,,WNET,
2013,Trustee,Lisa M. Caputo,Lisa M. Caputo,,,WNET,
2013,Trustee,Raymond G. Chambers,Raymond G. Chambers,,,WNET,
2013,Trustee,Thomas J. Connolly,Thomas J. Connolly,,,WNET,
2013,Trustee,Marina Kellen French,Marina Kellen French,,,WNET,
2013,Trustee,Edward Grebow,Edward Grebow,,,WNET,
2013,Trustee,Jeffrey Halis,Jeffrey Halis,,,WNET,
2013,Trustee,Kitty Hawks,Kitty Hawks,,,WNET,
2013,Trustee,Cecilia Healy Herbert,Cecilia Healy Herbert,,,WNET,
2013,Trustee,Katherine Nouri Hughes,Katherine Nouri Hughes,,,WNET,
2013,Trustee,Elise Jaffe,Elise Jaffe,,,WNET,
2013,Trustee,Mark Kaplan,Mark Kaplan,,,WNET,
2013,Trustee,David H. Koch,David H. Koch,,,WNET,
2013,Trustee,John A. Levin ,John A. Levin,,,WNET,
2013,Trustee,Daniel Levine,Daniel Levine,,,WNET,
2013,Trustee,Carol Sutton Lewis,Carol Sutton Lewis,,,WNET,
2013,Trustee,Thomas J. Moran,Thomas J. Moran,,,WNET,
2013,Trustee,Michael Peterson,Michael Peterson,,,WNET,
2013,Trustee,Judith Resnick,Judith Resnick,,,WNET,
2013,Trustee,Shelley F. Rubin ,Shelley F. Rubin,,,WNET,
2013,Trustee,Geoffrey K. Sands,Geoffrey K. Sands,,,WNET,
2013,Trustee,Alejandro Santo Domingo,Alejandro Santo Domingo,,,WNET,
2013,Trustee,Barry Shapiro ,Barry Shapiro,,,WNET,
2013,Trustee,A.J.C. Smith,A.J.C. Smith,,,WNET,
2013,Trustee,Daniel H. Stern,Daniel H. Stern,,,WNET,
2013,Trustee,Paul P. Tanico,Paul P. Tanico,,,WNET,
2013,Trustee,Leonard Tow,Leonard Tow,,,WNET,
2013,Trustee,Thomas C. Uger,Thomas C. Uger,,,WNET,
2013,Trustee,Diana Vagelos,Diana Vagelos,,,WNET,
2013,Trustee,Rosalind P. Walter,Rosalind P. Walter,,,WNET,
2013,Trustee,Claude Becker Wassterstein,Claude Becker Wassterstein,,,WNET,
2013,Trustee,Josh S. Weston,Josh S. Weston,,,WNET,
2013,Trustee,Jane Stoddard Williams,Jane Stoddard Williams,,,WNET,
2013,Trustee,Paula Zahn,Paula Zahn,,,WNET,
2013,Life Trustee,William F. Baker,William F. Baker,,,WNET,
2013,Life Trustee,Ralph M. Baruch,Ralph M. Baruch,,,WNET,
2013,Life Trustee,Meredith Brokaw,Meredith Brokaw,,,WNET,
2013,Life Trustee,Elaine W. Conway,Elaine W. Conway,,,WNET,
2013,Life Trustee,Joan Ganz Cooney,Joan Ganz Cooney,,,WNET,
2013,Life Trustee,D. Ronald Daniel ,D. Ronald Daniel,,,WNET,
2013,Life Trustee,Oscar de la Renta,Oscar de la Renta,,,WNET,
2013,Life Trustee,H. John Greeniaus ,H. John Greeniaus,,,WNET,
2013,Life Trustee,Thomas S. Johnson,Thomas S. Johnson,,,WNET,
2013,Life Trustee,Betsy Lack,Betsy Lack,,,WNET,
2013,Life Trustee,Philip A. Laskawy ,Philip A. Laskawy,,,WNET,
2013,Life Trustee,James S. Marcus,James S. Marcus,,,WNET,
2013,Life Trustee,Anthony D. Marshall,Anthony D. Marshall,,,WNET,
2013,Life Trustee,Morris W. Offit,Morris W. Offit,,,WNET,
2013,Life Trustee,George D. O'Neill,George D. O'Neill,,,WNET,
2013,Life Trustee,Ponchitta Pierce ,Ponchitta Pierce,,,WNET,
2013,Life Trustee,Elihu Rose,Elihu Rose,,,WNET,
2013,Life Trustee,Bernard L. Schwartz,Bernard L. Schwartz,,,WNET,
2013,Life Trustee,Stanley S. Shuman,Stanley S. Shuman,,,WNET,
2013,Life Trustee,Marsha E. Simms,Marsha E. Simms,,,WNET,
2013,Life Trustee,Michael I. Sovern,Michael I. Sovern,,,WNET,
2013,Life Trustee,Scott M. Stuart,Scott M. Stuart,,,WNET,
2013,Life Trustee,Mortimer B. Zuckerman,Mortimer B. Zuckerman,,,WNET,
2013,Chairman Emeritus,William M. Elinghaus ,William M. Elinghaus,,,WNET,
2013,Chairman Emeritus,Henry R. Kravis,Henry R. Kravis,,,WNET,
2013,Chairman Emeritus,Steven R. Rattner,Steven R. Rattner,,,WNET,
2013,Vice-Chairman Emeritus,Richard I. Beattie,Richard I. Beattie,,,WNET,
2013,Vice-Chairman Emeritus,Elizabeth Rohatyn,Elizabeth Rohatyn,,,WNET,
2013,NJTV Chairman,Josh S. Weston,Josh S. Weston,,,WNET,
2013,NJTV Vice-Chairman,Elizabeth Thomas,Elizabeth Thomas,,,WNET,
2013,NJTV Vice-Chairman,Anthony V. Bastardi,Anthony V. Bastardi,,,WNET,
2013,NJTV Trustee,Thomas A. Bracken ,Thomas A. Bracken,,,WNET,
2013,NJTV Trustee,Bernard Flynn,Bernard Flynn,,,WNET,
2013,NJTV Trustee,Edward Graham,Edward Graham,,,WNET,
2013,NJTV Trustee,Gov. Thomas H. Kean,Gov. Thomas H. Kean,,,WNET,
2013,NJTV Trustee,Scott Kobler ,Scott Kobler,,,WNET,
2013,NJTV Trustee,Randall E. Mehrberg,Randall E. Mehrberg,,,WNET,
2013,NJTV Trustee,Brenda Ross-Dulan,Brenda Ross-Dulan,,,WNET,
2013,NJTV Trustee,Neal Shapiro,Neal Shapiro,,,WNET,
2013,NJTV Trustee,Robert L. Smartt,Robert L. Smartt,,,WNET,
2013,NJTV Trustee,Gary Wingens,Gary Wingens,,,WNET,
2013,President & Chief Executive Officer,Neal Shapiro,Neal Shapiro,,,WNET,
2013,"Vice President, Chief Financial Officer $ Treasurer ",Caroline Croen,Caroline Croen,,,WNET,
2013,"Vice President, General Counsel & Secretary",Robert Feinberg,Robert Feinberg,,,WNET,
2013,"Vice President, Development & Communications",Lisa Mantone,Lisa Mantone,,,WNET,
2013,"Vice President, Programming",Stephen Segaller,Stephen Segaller,,,WNET,
2013,"Vice President, Human Resources",Charlene Shapiro,Charlene Shapiro,,,WNET,
2013,"Vice President, Education",Carole Wacey,Carole Wacey,,,WNET,
2013,Thirteen General Manager,Roslyn Davis,Roslyn Davis,,,WNET,
2013,WLIW General Manager,Diane Masciale,Diane Masciale,,,WNET,
2013,NJTV General Manager,John Servido,John Servido,,,WNET,
2013,Creative News Group General Manager,Marc Rosenwasser,Marc Rosenwasser,,,WNET,
2013,Interactive Engagement Group General Manager,Daniel Greenberg,Daniel Greenberg,,,WNET,
2014,Trustee,Marjorie Harris,Marjorie Harris,,,WNET,
2014,Trustee,Grazia Svokos,Grazia Svokos,,,WNET,
2014,Trustee,Grace Lyu Volkhausen,Grace Lyu Volkhausen,,,WNET,
2014,NJTV Trustee,Vincent Maione,Vincent Maione,,,WNET,
2014,NJTV Trustee,Robert A. Marino,Robert A. Marino,,,WNET,
2014,NJTV Trustee,Barry H. Ostrowsy,Barry H. Ostrowsy,,,WNET,
2013,BAM Board Chair,Alan H. Fishman,Alan H. Fishman,,,Brooklyn Academy of Music,
2013,BAM Board Vice Chairs,William I. Campbell,William I. Campbell,,,Brooklyn Academy of Music,
2013,BAM Board Vice Chairs,Adam E. Max,Adam E. Max,,,Brooklyn Academy of Music,
2013,President,Karen Brooks Hopkins,Karen Brooks Hopkins,,,Brooklyn Academy of Music,
2013,Secretary,Joseph V. Melillo,Joseph V. Melillo,,,Brooklyn Academy of Music,
2013,Treasurer ,James I. McLaren,James I. McLaren,,,Brooklyn Academy of Music,
2013,President Emeritus,Harvey Lichtenstein,Harvey Lichtenstein,,,Brooklyn Academy of Music,
2013,Member,Jeffrey H. Barker,Jeffrey H. Barker,,,Brooklyn Academy of Music,
2013,Member,Tony Bechara,Tony Bechara,,,Brooklyn Academy of Music,
2013,Member,René Böttcher,René Böttcher,,,Brooklyn Academy of Music,
2013,Member,Gordon Bowen,Gordon Bowen,,,Brooklyn Academy of Music,
2013,Member,Linda Chinn,Linda Chinn,,,Brooklyn Academy of Music,
2013,Member,Henry Christensen III,Henry Christensen III,,,Brooklyn Academy of Music,
2013,Member,Pamela A. Codispoti,Pamela A. Codispoti,,,Brooklyn Academy of Music,
2013,Member,David E. R. Dangoor,David E. R. Dangoor,,,Brooklyn Academy of Music,
2013,Member,Cheryl Della Rosa,Cheryl Della Rosa,,,Brooklyn Academy of Music,
2013,Member,Dinyar S. Devitre,Dinyar S. Devitre,,,Brooklyn Academy of Music,
2013,Member,Beth Rudin DeWoody,Beth Rudin DeWoody,,,Brooklyn Academy of Music,
2013,Member,Mark Diker,Mark Diker,,,Brooklyn Academy of Music,
2013,Member,Andre Dua,Andre Dua,,,Brooklyn Academy of Music,
2013,Member,Brendan J. Dugan,Brendan J. Dugan,,,Brooklyn Academy of Music,
2013,Member,Thérèse Esperdy,Thérèse Esperdy,,,Brooklyn Academy of Music,
2013,Member,Teri Everett,Teri Everett,,,Brooklyn Academy of Music,
2013,Member,Mallory Factor,Mallory Factor,,,Brooklyn Academy of Music,
2013,Member,"Ronald E. Feiner, Esq.","Ronald E. Feiner, Esq.",,,Brooklyn Academy of Music,
2013,Member,"Richard E. Feldman, Esq.","Richard E. Feldman, Esq.",,,Brooklyn Academy of Music,
2013,Member,Steven G. Felsher,Steven G. Felsher,,,Brooklyn Academy of Music,
2013,Member,Jeanne Donovan Fisher,Jeanne Donovan Fisher,,,Brooklyn Academy of Music,
2013,Member,Barry M. Fox,Barry M. Fox,,,Brooklyn Academy of Music,
2013,Member,MaryAnne Gilmartin,MaryAnne Gilmartin,,,Brooklyn Academy of Music,
2013,Member,Robert M. Greenberg,Robert M. Greenberg,,,Brooklyn Academy of Music,
2013,Member,G. Penn Holsenbeck,G. Penn Holsenbeck,,,Brooklyn Academy of Music,
2013,Member,Anne Hubbard,Anne Hubbard,,,Brooklyn Academy of Music,
2013,Member,Mark H. Jackson,Mark H. Jackson,,,Brooklyn Academy of Music,
2013,Member,Derek Jenkins,Derek Jenkins,,,Brooklyn Academy of Music,
2013,Member,Mary Kantor,Mary Kantor,,,Brooklyn Academy of Music,
2013,Member,Daniel A. Klores,Daniel A. Klores,,,Brooklyn Academy of Music,
2013,Member,Edgar A. Lampert,Edgar A. Lampert,,,Brooklyn Academy of Music,
2013,Member,François Letaconnoux,François Letaconnoux,,,Brooklyn Academy of Music,
2013,Member,Gary Lynch,Gary Lynch,,,Brooklyn Academy of Music,
2013,Member,Martin F. Mertz,Martin F. Mertz,,,Brooklyn Academy of Music,
2013,Member,Patricia E. Michels,Patricia E. Michels,,,Brooklyn Academy of Music,
2013,Member,Ahrin Mishan,Ahrin Mishan,,,Brooklyn Academy of Music,
2013,Member,Donald R. Mullen Jr.,Donald R. Mullen Jr.,,,Brooklyn Academy of Music,
2013,Member,William A. Perlmuth,William A. Perlmuth,,,Brooklyn Academy of Music,
2013,Member,"David L. Ramsay, M.D., M.Ed.","David L. Ramsay, M.D., M.Ed.",,,Brooklyn Academy of Music,
2013,Member,Frances A. Resheske,Frances A. Resheske,,,Brooklyn Academy of Music,
2013,Member,Jonathan F.P. Rose,Jonathan F.P. Rose,,,Brooklyn Academy of Music,
2013,Member,Anna Kuzmik Sampas,Anna Kuzmik Sampas,,,Brooklyn Academy of Music,
2013,Member,Alberto Sanchez,Alberto Sanchez,,,Brooklyn Academy of Music,
2013,Member,Timothy Sebunya,Timothy Sebunya,,,Brooklyn Academy of Music,
2013,Member,Adi Shamir,Adi Shamir,,,Brooklyn Academy of Music,
2013,Member,Danny Simmons,Danny Simmons,,,Brooklyn Academy of Music,
2013,Member,Jessica Smith,Jessica Smith,,,Brooklyn Academy of Music,
2013,Member,Brian Stafford,Brian Stafford,,,Brooklyn Academy of Music,
2013,Member,Joseph A. Stern,Joseph A. Stern,,,Brooklyn Academy of Music,
2013,Member,Pedro Torres Ciliberto,Pedro Torres Ciliberto,,,Brooklyn Academy of Music,
2013,Member,John L. Usdan,John L. Usdan,,,Brooklyn Academy of Music,
2013,Member,Brigitte Vosse,Brigitte Vosse,,,Brooklyn Academy of Music,
2013,Member,Nora Ann Wallace,Nora Ann Wallace,,,Brooklyn Academy of Music,
2013,Member,Elaine Weinstein,Elaine Weinstein,,,Brooklyn Academy of Music,
2013,Member,Hon. Franklin R. Weissberg,Hon. Franklin R. Weissberg,,,Brooklyn Academy of Music,
2013,Member,"Vaughn C. Williams, Esq.","Vaughn C. Williams, Esq.",,,Brooklyn Academy of Music,
2013,Member,Adam Wolfensohn,Adam Wolfensohn,,,Brooklyn Academy of Music,
2013,Member,Claire Wood,Claire Wood,,,Brooklyn Academy of Music,
2013,Member,Andrew Zolli,Andrew Zolli,,,Brooklyn Academy of Music,
2013,EX OFFICIO,Hon. Michael R. Bloomberg,Hon. Michael R. Bloomberg,,,Brooklyn Academy of Music,
2013,EX OFFICIO,Hon. Christine C. Quinn,Hon. Christine C. Quinn,,,Brooklyn Academy of Music,
2013,EX OFFICIO,Hon. Marty Markowitz,Hon. Marty Markowitz,,,Brooklyn Academy of Music,
2013,EX OFFICIO,Hon. Kate D. Levin,Hon. Kate D. Levin,,,Brooklyn Academy of Music,
2013,EX OFFICIO,Felice Forer Axelrod,Felice Forer Axelrod,,,Brooklyn Academy of Music,
2013,EX OFFICIO,Lela Goren,Lela Goren,,,Brooklyn Academy of Music,
2013,CHAIRMEN EMERITI,Neil D. Chrisman,Neil D. Chrisman,,,Brooklyn Academy of Music,
2013,CHAIRMEN EMERITI,Seth S. Faison,Seth S. Faison,,,Brooklyn Academy of Music,
2013,CHAIRMEN EMERITI,Bruce C. Ratner,Bruce C. Ratner,,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,Robert L. Forbes,Robert L. Forbes,,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,Charles J. Hamm,Charles J. Hamm,,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,"Barbara B. Haws, C.A.","Barbara B. Haws, C.A.",,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,William Josephson,William Josephson,,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,John Lipsky,John Lipsky,,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,Laurie Mallet,Laurie Mallet,,,Brooklyn Academy of Music,
2013,HONORARY TRUSTEES,Cathy-Ann Martine,Cathy-Ann Martine,,,Brooklyn Academy of Music,
2014,Member,Elaine Weinstein,Elaine Weinstein,,,Brooklyn Academy of Music,
2014,Member,David L. Picket,David L. Picket,,,Brooklyn Academy of Music,
2014,Member,Sarah C. Robertson,Sarah C. Robertson,,,Brooklyn Academy of Music,
2014,Member,Bartholomew A. Sheehan III,Bartholomew A. Sheehan III,,,Brooklyn Academy of Music,
2014,Member,Axel Stawski,Axel Stawski,,,Brooklyn Academy of Music,
2014,EX OFFICIO,Jamie Snow Markowitz,Jamie Snow Markowitz,,,Brooklyn Academy of Music,
2014,HONORARY TRUSTEES,Mary Kantor,Mary Kantor,,,Brooklyn Academy of Music,
2013,President,Lawrence R. Ricciardi,Lawrence R. Ricciardi,,,Morgan Museum and Library,
2013,Vice President,James R. Houghton,James R. Houghton,,,Morgan Museum and Library,
2013,Vice President,Richard L. Menschel,Richard L. Menschel,,,Morgan Museum and Library,
2013,Treasurer ,George L. K. Frelinghuysen,George L. K. Frelinghuysen,,,Morgan Museum and Library,
2013,Secretary,Thomas J. Reid,Thomas J. Reid,,,Morgan Museum and Library,
2013,Trustee,Karen H. Bechtel,Karen H. Bechtel,,,Morgan Museum and Library,
2013,Trustee,Rodney B. Berens,Rodney B. Berens,,,Morgan Museum and Library,
2013,Trustee,Susanna Borghese,Susanna Borghese,,,Morgan Museum and Library,
2013,Trustee,T. Kimball Brooker,T. Kimball Brooker,,,Morgan Museum and Library,
2013,Trustee,Karen B. Cohen,Karen B. Cohen,,,Morgan Museum and Library,
2013,Trustee,Flobelle Burden Davis,Flobelle Burden Davis,,,Morgan Museum and Library,
2013,Trustee,Geoffrey K. Elliott,Geoffrey K. Elliott,,,Morgan Museum and Library,
2013,Trustee,Brian J. Higgins,Brian J. Higgins,,,Morgan Museum and Library,
2013,Trustee,Jerker M. Johansson,Jerker M. Johansson,,,Morgan Museum and Library,
2013,Trustee,Clement C. Moore II,Clement C. Moore II,,,Morgan Museum and Library,
2013,Trustee,John A. Morgan,John A. Morgan,,,Morgan Museum and Library,
2013,Trustee,Diane A. Nixon,Diane A. Nixon,,,Morgan Museum and Library,
2013,Trustee,Cosima Pavoncelli,Cosima Pavoncelli,,,Morgan Museum and Library,
2013,Trustee,Peter Pennoyer,Peter Pennoyer,,,Morgan Museum and Library,
2013,Trustee,Cynthia Hazen Polsky,Cynthia Hazen Polsky,,,Morgan Museum and Library,
2013,Trustee,Katharine J. Rayner,Katharine J. Rayner,,,Morgan Museum and Library,
2013,Trustee,Annette de la Renta,Annette de la Renta,,,Morgan Museum and Library,
2013,Trustee,"Hamilton Robinson, Jr.","Hamilton Robinson, Jr.",,,Morgan Museum and Library,
2013,Trustee,James A. Runde,James A. Runde,,,Morgan Museum and Library,
2013,Trustee,James Baker Sitrick,James Baker Sitrick,,,Morgan Museum and Library,
2013,Trustee,Beatrice Stern,Beatrice Stern,,,Morgan Museum and Library,
2013,Trustee,Jeffrey C. Walker,Jeffrey C. Walker,,,Morgan Museum and Library,
2013,Ex Officio,William T. Buice III,William T. Buice III,,,Morgan Museum and Library,
2013,Ex Officio,William M. Griswold,William M. Griswold,,,Morgan Museum and Library,
2013,Ex Officio,William James Wyer,William James Wyer,,,Morgan Museum and Library,
2013,Life Trustee,William R. Acquavella,William R. Acquavella,,,Morgan Museum and Library,
2013,Life Trustee,Walter Burke,Walter Burke,,,Morgan Museum and Library,
2013,Life Trustee,"Haliburton Fales, 2d","Haliburton Fales, 2d",,,Morgan Museum and Library,
2013,Life Trustee,"S. Parker Gilbert,","S. Parker Gilbert,",,,Morgan Museum and Library,
2013,Life Trustee,Drue Heinz,Drue Heinz,,,Morgan Museum and Library,
2013,Life Trustee,Lawrence Hughes,Lawrence Hughes,,,Morgan Museum and Library,
2013,Life Trustee,Herbert Kasper,Herbert Kasper,,,Morgan Museum and Library,
2013,Life Trustee,Herbert L. Lucas,Herbert L. Lucas,,,Morgan Museum and Library,
2013,Life Trustee,Charles F. Morgan,Charles F. Morgan,,,Morgan Museum and Library,
2013,Life Trustee,Robert M. Pennoyer,Robert M. Pennoyer,,,Morgan Museum and Library,
2013,Life Trustee,Elaine L. Rosenberg,Elaine L. Rosenberg,,,Morgan Museum and Library,
2013,Life Trustee,Eugene V. Thaw,Eugene V. Thaw,,,Morgan Museum and Library,
2013,Life Trustee,Ladislaus von Hoffmann,Ladislaus von Hoffmann,,,Morgan Museum and Library,
2013,Life Trustee,Baroness Mariuccia Zerilli-Marimò,Baroness Mariuccia Zerilli-Marimò,,,Morgan Museum and Library,
2014,Trustee,Gary W. Parr,Gary W. Parr,,,Morgan Museum and Library,
2012,Chairman,Thomas E. Tuft,Thomas E. Tuft,,,Roundabout Theatre,
2012,Vice Chairman,Mary C. Solomon,Mary C. Solomon,,,Roundabout Theatre,
2012,President,Todd Haimes,Todd Haimes,,,Roundabout Theatre,
2012,Treasurer ,Samuel R. Chapin,Samuel R. Chapin,,,Roundabout Theatre,
2012,Secretary,Lawrence Kaplen,Lawrence Kaplen,,,Roundabout Theatre,
2012,Director,Alec Baldwin,Alec Baldwin,,,Roundabout Theatre,
2012,Director,Jeffrey Barker,Jeffrey Barker,,,Roundabout Theatre,
2012,Director,Bill Borrelle,Bill Borrelle,,,Roundabout Theatre,
2012,Director,Matthew Broderick,Matthew Broderick,,,Roundabout Theatre,
2012,Director,"James J. Burke, Jr.","James J. Burke, Jr.",,,Roundabout Theatre,
2012,Director,Jim Carter,Jim Carter,,,Roundabout Theatre,
2012,Director,Mary Cirillo-Goldberg,Mary Cirillo-Goldberg,,,Roundabout Theatre,
2012,Director,Michael T. Cohen,Michael T. Cohen,,,Roundabout Theatre,
2012,Director,Mike de Graffenried,Mike de Graffenried,,,Roundabout Theatre,
2012,Director,Douglas Durst,Douglas Durst,,,Roundabout Theatre,
2012,Director,Sylvia Golden,Sylvia Golden,,,Roundabout Theatre,
2012,Director,Patricia R. Goldstein,Patricia R. Goldstein,,,Roundabout Theatre,
2012,Director,John R. Gordon,John R. Gordon,,,Roundabout Theatre,
2012,Director,"Harry E. Gould, Jr.","Harry E. Gould, Jr.",,,Roundabout Theatre,
2012,Director,Perry B. Granoff,Perry B. Granoff,,,Roundabout Theatre,
2012,Director,Jeanne Hagerty,Jeanne Hagerty,,,Roundabout Theatre,
2012,Director,Meryl D. Hartzband,Meryl D. Hartzband,,,Roundabout Theatre,
2012,Director,Maureen A. Hayes,Maureen A. Hayes,,,Roundabout Theatre,
2012,Director,Abby F. Kohnstamm,Abby F. Kohnstamm,,,Roundabout Theatre,
2012,Director,Gene R. Korf,Gene R. Korf,,,Roundabout Theatre,
2012,Director,Stephanie Kramer,Stephanie Kramer,,,Roundabout Theatre,
2012,Director,Carole S. Krumland,Carole S. Krumland,,,Roundabout Theatre,
2012,Director,Cathy Lasry,Cathy Lasry,,,Roundabout Theatre,
2012,Director,Mark J. Manoff,Mark J. Manoff,,,Roundabout Theatre,
2012,Director,David E. Massengill,David E. Massengill,,,Roundabout Theatre,
2012,Director,"John P. McGarry, Jr.","John P. McGarry, Jr.",,,Roundabout Theatre,
2012,Director,Cynthia Nixon,Cynthia Nixon,,,Roundabout Theatre,
2012,Director,Katheryn Patterson Kempner,Katheryn Patterson Kempner,,,Roundabout Theatre,
2012,Director,Laura Pels,Laura Pels,,,Roundabout Theatre,
2012,Director,Charles Randolph-Wright,Charles Randolph-Wright,,,Roundabout Theatre,
2012,Director,Gregg Rechler,Gregg Rechler,,,Roundabout Theatre,
2012,Director,Steven A. Sanders,Steven A. Sanders,,,Roundabout Theatre,
2012,Director,Steven Schroko,Steven Schroko,,,Roundabout Theatre,
2012,Director,Beryl Snyder,Beryl Snyder,,,Roundabout Theatre,
2012,Director,Alyce Toonk,Alyce Toonk,,,Roundabout Theatre,
2012,Director,Johs Worsoe,Johs Worsoe,,,Roundabout Theatre,
2012,Director,Adam Zurofsky,Adam Zurofsky,,,Roundabout Theatre,
2012,CHAIRMEN EMERITI,Christian C. Yegen,Christian C. Yegen,,,Roundabout Theatre,
2012,Chairmen EMERITI,Steven F. Goldstone,Steven F. Goldstone,,,Roundabout Theatre,
2012,Diectors Emeriti,Bob Donnalley,Bob Donnalley,,,Roundabout Theatre,
2012,Direcors Emeriti,Carol Mitchell,Carol Mitchell,,,Roundabout Theatre,
2012,Artistic Director,Todd Haimes,Todd Haimes,,,Roundabout Theatre,
2012,Managing Director,Harold Wolpert,Harold Wolpert,,,Roundabout Theatre,
2012,Executive Director,Julia C. Levy,Julia C. Levy,,,Roundabout Theatre,
2012,Adams Associate/Artistic Director,Scott Ellis,Scott Ellis,,,Roundabout Theatre,
