SOURCE TYPE,Source,Source Name,EDGE TYPE,TARGET TYPE,Target,Target Name, Weight
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,562,"Thomas S. Kaplan*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,563,"Lori A. Kasowitz",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,564,"Richard L. Kay",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,565,"Jonathan Korngold",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,566,"Eric Lane",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,567,"Nancy Z. Lane",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,568,"Marc Lasry",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,569,"William P. Lauder",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,570,"Howard M. Lorber",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,571,"Fredric Mack*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,572,"Richard J. Mack",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,573,"Irwin Miller",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,574,"Philip L. Milstein*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,575,"Cheryl Minikes",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,576,"Andrea Olshan",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,577,"Martin J. Oppenheimer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,578,"John Paulson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,579,"Martin J. Rabinowitz",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,580,"David S. Rose",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,581,"Marcella Rosen",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,582,"Barry Rosenstein",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,583,"Michael S. Roth",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,584,"Gail Michele Saltz, MD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,585,"Mara Sandler",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,586,"Curtis Schenker",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,587,"David M. Schizer",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,588,"Dov Seidman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,589,"Oliver Stanton",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,590,"Ronald Stein",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,591,"John Steinhardt",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,592,"Stuart Sucherman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,593,"Bertram Teich",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,594,"Joan Tisch",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,595,"Eva Colin Usdan",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,596,"Kenneth L. Wallach",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,597,"Caryn Zucker",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,598,"Clive Chajet",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,599,"Jerome A. Chazen",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,600,"Gerald J. Grossman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,601,"William H. Heyman",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,602,"Joan L. Jacobson*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,603,"Lee Katz, PhD",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,604,"Elena Hahn Kiam",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,605,"Peter W. May",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,606,"Mitchell J. Nelson",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,607,"Madeline I. Noveck",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,608,"Elihu Rose",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,609,"Judith O. Rubin*",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,610,"Ruth S. Stanton",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,611,"Harriet Weintraub",1
INSTITUTION,9,"92Y",Board Member Of,BOARD MEMBER,612,"Myrna Z. Weiss",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,613,"James S. Tisch",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,614,"Charlotte Nichoson Ackert",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,615,"Cheryl Milstein",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,616,"Ann G. Tenenbaum",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,617,"Dirk Ziff",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,618,"Waheed Alli",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,619,"John P. Arnhold",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,620,"Lisa M. Caputo",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,621,"Raymond G. Chambers",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,622,"Thomas J. Connolly",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,623,"Marina Kellen French",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,624,"Edward Grebow",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,625,"Jeffrey Halis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,626,"Kitty Hawks",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,627,"Cecilia Healy Herbert",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,628,"Katherine Nouri Hughes",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,629,"Elise Jaffe",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,630,"Mark Kaplan",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,631,"David H. Koch",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,632,"John A. Levin",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,633,"Daniel Levine",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,634,"Carol Sutton Lewis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,635,"Thomas J. Moran",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,636,"Michael Peterson",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,637,"Judith Resnick",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,638,"Shelley F. Rubin",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,639,"Geoffrey K. Sands",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,640,"Alejandro Santo Domingo",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,641,"Barry Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,642,"A.J.C. Smith",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,643,"Daniel H. Stern",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,644,"Paul P. Tanico",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,645,"Leonard Tow",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,646,"Thomas C. Uger",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,647,"Diana Vagelos",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,648,"Rosalind P. Walter",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,649,"Claude Becker Wassterstein",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,650,"Josh S. Weston",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,651,"Jane Stoddard Williams",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,652,"Paula Zahn",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,653,"William F. Baker",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,654,"Ralph M. Baruch",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,655,"Meredith Brokaw",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,656,"Elaine W. Conway",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,657,"Joan Ganz Cooney",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,658,"D. Ronald Daniel",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,659,"Oscar de la Renta",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,660,"H. John Greeniaus",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,661,"Thomas S. Johnson",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,662,"Betsy Lack",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,663,"Philip A. Laskawy",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,664,"James S. Marcus",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,665,"Anthony D. Marshall",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,666,"Morris W. Offit",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,667,"George D. O'Neill",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,668,"Ponchitta Pierce",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,669,"Elihu Rose",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,670,"Bernard L. Schwartz",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,671,"Stanley S. Shuman",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,672,"Marsha E. Simms",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,673,"Michael I. Sovern",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,674,"Scott M. Stuart",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,675,"Mortimer B. Zuckerman",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,676,"William M. Elinghaus",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,677,"Henry R. Kravis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,678,"Steven R. Rattner",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,679,"Richard I. Beattie",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,680,"Elizabeth Rohatyn",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,681,"Josh S. Weston",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,682,"Elizabeth Thomas",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,683,"Anthony V. Bastardi",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,684,"Thomas A. Bracken",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,685,"Bernard Flynn",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,686,"Edward Graham",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,687,"Gov. Thomas H. Kean",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,688,"Scott Kobler",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,689,"Randall E. Mehrberg",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,690,"Brenda Ross-Dulan",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,691,"Neal Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,692,"Robert L. Smartt",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,693,"Gary Wingens",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,694,"Neal Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,695,"Caroline Croen",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,696,"Robert Feinberg",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,697,"Lisa Mantone",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,698,"Stephen Segaller",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,699,"Charlene Shapiro",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,700,"Carole Wacey",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,701,"Roslyn Davis",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,702,"Diane Masciale",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,703,"John Servido",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,704,"Marc Rosenwasser",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,705,"Daniel Greenberg",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,706,"Marjorie Harris",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,707,"Grazia Svokos",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,708,"Grace Lyu Volkhausen",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,709,"Vincent Maione",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,710,"Robert A. Marino",1
INSTITUTION,10,"WNET",Board Member Of,BOARD MEMBER,711,"Barry H. Ostrowsy",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,712,"Alan H. Fishman",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,713,"William I. Campbell",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,714,"Adam E. Max",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,715,"Karen Brooks Hopkins",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,716,"Joseph V. Melillo",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,717,"James I. McLaren",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,718,"Harvey Lichtenstein",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,719,"Jeffrey H. Barker",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,720,"Tony Bechara",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,721,"René Böttcher",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,722,"Gordon Bowen",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,723,"Linda Chinn",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,724,"Henry Christensen III",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,725,"Pamela A. Codispoti",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,726,"David E. R. Dangoor",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,727,"Cheryl Della Rosa",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,728,"Dinyar S. Devitre",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,729,"Beth Rudin DeWoody",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,730,"Mark Diker",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,731,"Andre Dua",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,732,"Brendan J. Dugan",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,733,"Thérèse Esperdy",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,734,"Teri Everett",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,735,"Mallory Factor",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,736,"Ronald E. Feiner, Esq.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,737,"Richard E. Feldman, Esq.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,738,"Steven G. Felsher",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,739,"Jeanne Donovan Fisher",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,740,"Barry M. Fox",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,741,"MaryAnne Gilmartin",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,742,"Robert M. Greenberg",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,743,"G. Penn Holsenbeck",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,744,"Anne Hubbard",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,745,"Mark H. Jackson",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,746,"Derek Jenkins",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,747,"Mary Kantor",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,748,"Daniel A. Klores",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,749,"Edgar A. Lampert",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,750,"François Letaconnoux",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,751,"Gary Lynch",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,752,"Martin F. Mertz",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,753,"Patricia E. Michels",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,754,"Ahrin Mishan",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,755,"Donald R. Mullen Jr.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,756,"William A. Perlmuth",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,757,"David L. Ramsay, M.D., M.Ed.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,758,"Frances A. Resheske",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,759,"Jonathan F.P. Rose",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,760,"Anna Kuzmik Sampas",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,761,"Alberto Sanchez",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,762,"Timothy Sebunya",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,763,"Adi Shamir",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,764,"Danny Simmons",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,765,"Jessica Smith",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,766,"Brian Stafford",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,767,"Joseph A. Stern",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,768,"Pedro Torres Ciliberto",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,769,"John L. Usdan",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,770,"Brigitte Vosse",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,771,"Nora Ann Wallace",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,772,"Elaine Weinstein",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,773,"Hon. Franklin R. Weissberg",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,774,"Vaughn C. Williams, Esq.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,775,"Adam Wolfensohn",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,776,"Claire Wood",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,777,"Andrew Zolli",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,778,"Hon. Michael R. Bloomberg",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,779,"Hon. Christine C. Quinn",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,780,"Hon. Marty Markowitz",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,781,"Hon. Kate D. Levin",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,782,"Felice Forer Axelrod",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,783,"Lela Goren",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,784,"Neil D. Chrisman",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,785,"Seth S. Faison",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,786,"Bruce C. Ratner",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,787,"Robert L. Forbes",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,788,"Charles J. Hamm",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,789,"Barbara B. Haws, C.A.",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,790,"William Josephson",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,791,"John Lipsky",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,792,"Laurie Mallet",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,793,"Cathy-Ann Martine",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,794,"Elaine Weinstein",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,795,"David L. Picket",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,796,"Sarah C. Robertson",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,797,"Bartholomew A. Sheehan III",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,798,"Axel Stawski",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,799,"Jamie Snow Markowitz",1
INSTITUTION,11,"Brooklyn Academy of Music",Board Member Of,BOARD MEMBER,800,"Mary Kantor",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,801,"Lawrence R. Ricciardi",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,802,"James R. Houghton",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,803,"Richard L. Menschel",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,804,"George L. K. Frelinghuysen",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,805,"Thomas J. Reid",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,806,"Karen H. Bechtel",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,807,"Rodney B. Berens",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,808,"Susanna Borghese",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,809,"T. Kimball Brooker",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,810,"Karen B. Cohen",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,811,"Flobelle Burden Davis",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,812,"Geoffrey K. Elliott",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,813,"Brian J. Higgins",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,814,"Jerker M. Johansson",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,815,"Clement C. Moore II",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,816,"John A. Morgan",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,817,"Diane A. Nixon",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,818,"Cosima Pavoncelli",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,819,"Peter Pennoyer",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,820,"Cynthia Hazen Polsky",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,821,"Katharine J. Rayner",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,822,"Annette de la Renta",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,823,"Hamilton Robinson, Jr.",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,824,"James A. Runde",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,825,"James Baker Sitrick",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,826,"Beatrice Stern",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,827,"Jeffrey C. Walker",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,828,"William T. Buice III",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,829,"William M. Griswold",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,830,"William James Wyer",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,831,"William R. Acquavella",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,832,"Walter Burke",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,833,"Haliburton Fales, 2d",1
INSTITUTION,12,"Morgan Museum and Library",Board Member Of,BOARD MEMBER,834,"S. Parker Gilbert,",1
