SOURCE TYPE,Source,Source Name,EDGE TYPE,TARGET TYPE,Target,Target Name, Weight
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1333,"Richard Meier",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1334,"Henry R. Muñoz III",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1335,"Karen A. Phillips",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1336,"Avi N. Reichental",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1337,"David Rockwell",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1338,"Esme Usdan",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1339,"Todd Waterbury",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1340,"Kathleen B. Allaire",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1341,"Joan K. Davidson",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1342,"Kenneth B. Miller",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1343,"Smithsonian Institution",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1344,"David J. Skorton",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1345,"Richard Kurin",1
INSTITUTION,21,"Cooper Hewitt",Board Member Of,BOARD MEMBER,1346,"Caroline Baumann",1
BOARD MEMBER,671,"Mortimer B. Zuckerman",Board Member Donation,INSTITUTION,9,"92y",5
BOARD MEMBER,735,"Jeanne Donovan Fisher",Board Member Donation,INSTITUTION,9,"92y",5
BOARD MEMBER,1178,"Mahnaz Ispahani Bartos",Board Member Donation,INSTITUTION,9,"92y",5
BOARD MEMBER,989,"Nanette L. Laitman",Board Member Donation,INSTITUTION,9,"92y",5
BOARD MEMBER,137,"Julian Robertson",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,409,"C. Robert Henrikson",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,110,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,735,"Jeanne Donovan Fisher",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,1343,"Smithsonian Institution",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,110,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,110,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,110,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,137,"Julian Robertson",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,735,"Jeanne Donovan Fisher",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,110,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,137,"Julian Robertson",Board Member Donation,INSTITUTION,1,"american museum of natural history",5
BOARD MEMBER,205,"Frederick Iseman",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,1231,"Hamish Maxwell",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,1161,"Joan Hardy Clark",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,205,"Frederick Iseman",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,1231,"Hamish Maxwell",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,849,"Bill Borrelle",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,88,"Adrienne Arsht",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,1161,"Joan Hardy Clark",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,34,"Anne Sidamon-Eristoff",Board Member Donation,INSTITUTION,11,"brooklyn academy of music",5
BOARD MEMBER,971,"Linda E. Johnson",Board Member Donation,INSTITUTION,14,"brooklyn public library",5
BOARD MEMBER,971,"Linda E. Johnson",Board Member Donation,INSTITUTION,14,"brooklyn public library",5
BOARD MEMBER,971,"Linda E. Johnson",Board Member Donation,INSTITUTION,14,"brooklyn public library",5
BOARD MEMBER,1045,"Peter Shapiro",Board Member Donation,INSTITUTION,14,"brooklyn public library",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1313,"Judy Francis Zankel",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1084,"Anne M. Finucane",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,196,"Marina Kellen French",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,246,"Marina Kellen French",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,619,"Marina Kellen French",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,337,"Ronald O. Perelman",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1313,"Judy Francis Zankel",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1203,"Robert B. Silvers",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1313,"Judy Francis Zankel",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,279,"Mrs. Milton Petrie",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1120,"John C. Whitehead",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1313,"Judy Francis Zankel",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,1084,"Anne M. Finucane",Board Member Donation,INSTITUTION,8,"carnegie hall",5
BOARD MEMBER,525,"Judy Francis Zankel",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,525,"Judy Francis Zankel",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,969,"Barbara Tober",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,44,"Fiona Druckenmiller",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,525,"Judy Francis Zankel",Board Member Donation,INSTITUTION,21,"cooper hewitt",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,293,"David Rockefeller",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,875,"Laura Pels",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,881,"Alyce Toonk",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,875,"Laura Pels",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,881,"Alyce Toonk",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,201,"Rolf Heitmeyer",Board Member Donation,INSTITUTION,18,"frick collection",5
BOARD MEMBER,929,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1008,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1069,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1213,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,40,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,293,"David Rockefeller",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1185,"Raymond J. McGuire",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1120,"John C. Whitehead",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,406,"Gurnee F. Hart",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,573,"Martin J. Oppenheimer",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,40,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1185,"Raymond J. McGuire",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,358,"Joan Tisch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,590,"Joan Tisch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,402,"Daria L. Foster",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,86,"Walter V. Shipley",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,929,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1008,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1069,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1213,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,40,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,293,"David Rockefeller",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1185,"Raymond J. McGuire",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1120,"John C. Whitehead",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,406,"Gurnee F. Hart",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,573,"Martin J. Oppenheimer",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,302,"Mimi Haas",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,321,"Mimi Haas",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,40,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,273,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,627,"David H. Koch",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,176,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,178,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,361,"Agnes Gund",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,228,"Lulu C. Wang",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,1055,"Lulu C. Wang",Board Member Donation,INSTITUTION,2,"lincoln center",5
BOARD MEMBER,952,"Linda E. Johnson",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,857,"Sylvia Golden",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,298,"Jerry I. Speyer",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,341,"Jerry I. Speyer",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,1113,"Jerry I. Speyer",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,402,"Daria L. Foster",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,1322,"Alice Gottesman",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,429,"Susan Rose",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,952,"Linda E. Johnson",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,857,"Sylvia Golden",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,450,"Donald A. Pels",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,1333,"Richard Meier",Board Member Donation,INSTITUTION,15,"museum of arts and design",5
BOARD MEMBER,818,"Annette de la Renta",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1110,"E. John Rosenwald, Jr.",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1055,"Lulu C. Wang",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,636,"Alejandro Santo Domingo",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,929,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1008,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1069,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1213,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,196,"Marina Kellen French",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,479,"Marina Kellen French",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,619,"Marina Kellen French",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,636,"Alejandro Santo Domingo",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,88,"Adrienne Arsht",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,838,"Eugene V. Thaw",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,806,"Karen B. Cohen",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1097,"Peter M. Lehrer",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1148,"Helen Clay Chace",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1158,"Samuel C. Butler",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,95,"Barbara Walters",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1055,"Lulu C. Wang",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1110,"E. John Rosenwald, Jr.",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1137,"Blair Effron",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,125,"J. Tomilson Hill",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,636,"Alejandro Santo Domingo",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,612,"Ann G. Tenenbaum",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,929,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1008,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1069,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1213,"Michael R. Bloomberg",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,196,"Marina Kellen French",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,479,"Marina Kellen French",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,619,"Marina Kellen French",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,435,"Oscar L. Tang",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,88,"Adrienne Arsht",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,636,"Alejandro Santo Domingo",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,838,"Eugene V. Thaw",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,806,"Karen B. Cohen",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1097,"Peter M. Lehrer",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1145,"Aso O. Tavitian",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1148,"Helen Clay Chace",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,1158,"Samuel C. Butler",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,661,"Anthony D. Marshall",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,95,"Barbara Walters",Board Member Donation,INSTITUTION,4,"metropolitan museum of art",5
BOARD MEMBER,88,"Adrienne Arsht",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,246,"Marina Kellen French",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,479,"Marina Kellen French",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,619,"Marina Kellen French",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,456,"Mercedes T. Bass",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,470,"Mercedes T. Bass",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,32,"Ann Ziff",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,91,"Ann Ziff",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,527,"Ann Ziff",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,88,"Adrienne Arsht",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,246,"Marina Kellen French",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,479,"Marina Kellen French",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,619,"Marina Kellen French",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,515,"Mrs. Julio Mario Santo Domingo",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,952,"Linda E. Johnson",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,971,"Linda E. Johnson",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,67,"Richard Gilder",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,401,"J. Christopher Flowers",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,1306,"Nancy A. Marks",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,989,"Nanette L. Laitman",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,1145,"Aso O. Tavitian",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,1211,"Sue Ann Weinberg",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
BOARD MEMBER,296,"Agnes Gund",Board Member Donation,INSTITUTION,3,"metropolitan opera",5
